Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 233.20217158901505
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.3, 'num': 30},
 'Agriculture': {'acc': 0.367, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.333, 'num': 30},
 'Art': {'acc': 0.533, 'num': 30},
 'Art_Theory': {'acc': 0.533, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.367, 'num': 30},
 'Biology': {'acc': 0.333, 'num': 30},
 'Chemistry': {'acc': 0.2, 'num': 30},
 'Clinical_Medicine': {'acc': 0.233, 'num': 30},
 'Computer_Science': {'acc': 0.433, 'num': 30},
 'Design': {'acc': 0.5, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.1, 'num': 30},
 'Economics': {'acc': 0.567, 'num': 30},
 'Electronics': {'acc': 0.167, 'num': 30},
 'Energy_and_Power': {'acc': 0.333, 'num': 30},
 'Finance': {'acc': 0.3, 'num': 30},
 'Geography': {'acc': 0.233, 'num': 30},
 'History': {'acc': 0.4, 'num': 30},
 'Literature': {'acc': 0.667, 'num': 30},
 'Manage': {'acc': 0.2, 'num': 30},
 'Marketing': {'acc': 0.367, 'num': 30},
 'Materials': {'acc': 0.267, 'num': 30},
 'Math': {'acc': 0.333, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.333, 'num': 30},
 'Music': {'acc': 0.3, 'num': 30},
 'Overall': {'acc': 0.337, 'num': 900},
 'Overall-Art and Design': {'acc': 0.467, 'num': 120},
 'Overall-Business': {'acc': 0.347, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.253, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.433, 'num': 120},
 'Overall-Science': {'acc': 0.253, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.319, 'num': 210},
 'Pharmacy': {'acc': 0.333, 'num': 30},
 'Physics': {'acc': 0.167, 'num': 30},
 'Psychology': {'acc': 0.267, 'num': 30},
 'Public_Health': {'acc': 0.233, 'num': 30},
 'Sociology': {'acc': 0.4, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.337

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
 60%|█████▉    | 539/900 [02:33<02:07,  2.84it/s]
 60%|██████    | 540/900 [02:33<01:54,  3.14it/s]
 60%|██████    | 541/900 [02:33<01:49,  3.27it/s]
 60%|██████    | 542/900 [02:33<01:36,  3.72it/s]
 60%|██████    | 543/900 [02:34<01:44,  3.40it/s]
 60%|██████    | 544/900 [02:34<01:35,  3.73it/s]
 61%|██████    | 545/900 [02:34<01:25,  4.16it/s]
 61%|██████    | 546/900 [02:34<01:17,  4.57it/s]
 61%|██████    | 547/900 [02:35<01:53,  3.12it/s]
 61%|██████    | 548/900 [02:35<01:53,  3.10it/s]
 61%|██████    | 549/900 [02:35<01:51,  3.14it/s]
 61%|██████    | 550/900 [02:36<01:46,  3.29it/s]
 61%|██████    | 551/900 [02:36<01:34,  3.68it/s]
 61%|██████▏   | 552/900 [02:36<01:36,  3.62it/s]
 62%|██████▏   | 555/900 [02:37<01:00,  5.70it/s]
 62%|██████▏   | 556/900 [02:37<01:15,  4.55it/s]
 62%|██████▏   | 558/900 [02:37<01:03,  5.37it/s]
 62%|██████▏   | 561/900 [02:38<01:02,  5.41it/s]
 62%|██████▏   | 562/900 [02:38<01:01,  5.52it/s]
 63%|██████▎   | 563/900 [02:38<01:03,  5.27it/s]
 63%|██████▎   | 565/900 [02:38<00:55,  5.99it/s]
 63%|██████▎   | 566/900 [02:39<01:12,  4.60it/s]
 63%|██████▎   | 567/900 [02:39<01:22,  4.05it/s]
 63%|██████▎   | 568/900 [02:39<01:16,  4.37it/s]
 63%|██████▎   | 570/900 [02:40<01:12,  4.52it/s]
 63%|██████▎   | 571/900 [02:40<01:32,  3.57it/s]
 64%|██████▎   | 572/900 [02:40<01:22,  3.96it/s]
 64%|██████▍   | 575/900 [02:41<01:09,  4.69it/s]
 64%|██████▍   | 576/900 [02:41<01:10,  4.59it/s]
 64%|██████▍   | 577/900 [02:42<02:17,  2.36it/s]
 64%|██████▍   | 578/900 [02:43<02:11,  2.45it/s]
 64%|██████▍   | 579/900 [02:44<04:10,  1.28it/s]
 64%|██████▍   | 580/900 [02:46<04:48,  1.11it/s]
 65%|██████▌   | 585/900 [02:46<01:46,  2.97it/s]
 66%|██████▋   | 597/900 [02:46<00:35,  8.61it/s]
 69%|██████▊   | 617/900 [02:46<00:13, 20.96it/s]
 72%|███████▏  | 644/900 [02:57<01:00,  4.20it/s]
 72%|███████▏  | 645/900 [02:58<01:04,  3.94it/s]
 72%|███████▏  | 650/900 [03:01<01:17,  3.22it/s]
 73%|███████▎  | 654/900 [03:03<01:25,  2.88it/s]
 73%|███████▎  | 657/900 [03:03<01:17,  3.12it/s]
 73%|███████▎  | 659/900 [03:04<01:18,  3.09it/s]
 73%|███████▎  | 661/900 [03:05<01:23,  2.87it/s]
 74%|███████▎  | 663/900 [03:06<01:23,  2.85it/s]
 74%|███████▍  | 664/900 [03:07<01:39,  2.37it/s]
 74%|███████▍  | 665/900 [03:07<01:32,  2.55it/s]
 74%|███████▍  | 666/900 [03:07<01:26,  2.72it/s]
 74%|███████▍  | 667/900 [03:08<01:23,  2.79it/s]
 74%|███████▍  | 668/900 [03:08<01:18,  2.96it/s]
 74%|███████▍  | 669/900 [03:09<01:49,  2.11it/s]
 75%|███████▍  | 671/900 [03:09<01:28,  2.60it/s]
 75%|███████▍  | 672/900 [03:10<01:32,  2.46it/s]
 75%|███████▍  | 673/900 [03:10<01:39,  2.28it/s]
 75%|███████▍  | 674/900 [03:11<01:35,  2.36it/s]
 75%|███████▌  | 675/900 [03:11<01:40,  2.23it/s]
 75%|███████▌  | 676/900 [03:11<01:29,  2.49it/s]
 75%|███████▌  | 677/900 [03:12<01:17,  2.89it/s]
 75%|███████▌  | 678/900 [03:12<01:26,  2.58it/s]
 76%|███████▌  | 680/900 [03:13<01:22,  2.67it/s]
 76%|███████▌  | 682/900 [03:14<01:19,  2.75it/s]
 76%|███████▌  | 683/900 [03:15<01:58,  1.83it/s]
 76%|███████▌  | 684/900 [03:15<01:58,  1.82it/s]
 77%|███████▋  | 694/900 [03:20<01:44,  1.97it/s]
 77%|███████▋  | 695/900 [03:20<01:38,  2.09it/s]
 77%|███████▋  | 696/900 [03:21<01:32,  2.20it/s]
 78%|███████▊  | 698/900 [03:22<01:46,  1.89it/s]
 78%|███████▊  | 699/900 [03:23<01:40,  1.99it/s]
 78%|███████▊  | 700/900 [03:23<01:31,  2.19it/s]
 78%|███████▊  | 704/900 [03:23<00:49,  3.99it/s]
 78%|███████▊  | 705/900 [03:23<00:52,  3.70it/s]
 79%|███████▊  | 708/900 [03:24<00:39,  4.83it/s]
 79%|███████▉  | 709/900 [03:24<00:43,  4.35it/s]
 79%|███████▉  | 710/900 [03:24<00:46,  4.05it/s]
 79%|███████▉  | 711/900 [03:25<00:59,  3.19it/s]
 79%|███████▉  | 712/900 [03:25<00:56,  3.31it/s]
 79%|███████▉  | 713/900 [03:26<01:14,  2.52it/s]
 79%|███████▉  | 714/900 [03:28<02:16,  1.37it/s]
 81%|████████  | 730/900 [03:28<00:19,  8.75it/s]
 83%|████████▎ | 746/900 [03:28<00:09, 16.75it/s]
 86%|████████▌ | 773/900 [03:33<00:16,  7.68it/s]
 86%|████████▌ | 776/900 [03:34<00:18,  6.68it/s]
 87%|████████▋ | 779/900 [03:35<00:19,  6.18it/s]
 87%|████████▋ | 781/900 [03:35<00:20,  5.89it/s]
 87%|████████▋ | 783/900 [03:37<00:25,  4.57it/s]
 87%|████████▋ | 785/900 [03:37<00:27,  4.24it/s]
 87%|████████▋ | 786/900 [03:38<00:27,  4.19it/s]
 88%|████████▊ | 788/900 [03:38<00:24,  4.58it/s]
 88%|████████▊ | 789/900 [03:38<00:24,  4.45it/s]
 88%|████████▊ | 790/900 [03:38<00:24,  4.57it/s]
 88%|████████▊ | 791/900 [03:38<00:22,  4.92it/s]
 88%|████████▊ | 792/900 [03:39<00:27,  3.93it/s]
 88%|████████▊ | 793/900 [03:39<00:24,  4.29it/s]
 88%|████████▊ | 795/900 [03:39<00:18,  5.57it/s]
 88%|████████▊ | 796/900 [03:40<00:24,  4.30it/s]
 89%|████████▊ | 797/900 [03:40<00:21,  4.80it/s]
 89%|████████▉ | 799/900 [03:40<00:23,  4.24it/s]
 89%|████████▉ | 800/900 [03:41<00:24,  4.06it/s]
 89%|████████▉ | 801/900 [03:41<00:25,  3.84it/s]
 89%|████████▉ | 802/900 [03:41<00:23,  4.18it/s]
 89%|████████▉ | 804/900 [03:41<00:17,  5.52it/s]
 89%|████████▉ | 805/900 [03:42<00:36,  2.62it/s]
 90%|████████▉ | 806/900 [03:43<00:33,  2.81it/s]
 90%|████████▉ | 809/900 [03:43<00:17,  5.16it/s]
 90%|█████████ | 811/900 [03:44<00:28,  3.08it/s]
 90%|█████████ | 812/900 [03:46<00:50,  1.75it/s]
 90%|█████████ | 813/900 [03:47<01:07,  1.29it/s]
 91%|█████████▏| 823/900 [03:50<00:29,  2.62it/s]
 92%|█████████▏| 826/900 [03:50<00:22,  3.29it/s]
 92%|█████████▏| 828/900 [03:50<00:22,  3.27it/s]
 93%|█████████▎| 833/900 [03:51<00:12,  5.17it/s]
 93%|█████████▎| 835/900 [03:51<00:11,  5.82it/s]
 93%|█████████▎| 838/900 [03:51<00:08,  7.03it/s]
 93%|█████████▎| 840/900 [03:51<00:09,  6.48it/s]
 94%|█████████▎| 843/900 [03:51<00:06,  8.28it/s]
 94%|█████████▍| 845/900 [03:52<00:07,  7.65it/s]
 94%|█████████▍| 847/900 [03:52<00:06,  7.93it/s]
 94%|█████████▍| 849/900 [03:53<00:08,  5.89it/s]
 95%|█████████▌| 857/900 [03:53<00:03, 13.02it/s]
100%|██████████| 900/900 [03:53<00:00,  3.86it/s]
