Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 190.2356906849891
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.233, 'num': 30},
 'Agriculture': {'acc': 0.433, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.2, 'num': 30},
 'Art': {'acc': 0.467, 'num': 30},
 'Art_Theory': {'acc': 0.333, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.367, 'num': 30},
 'Biology': {'acc': 0.367, 'num': 30},
 'Chemistry': {'acc': 0.267, 'num': 30},
 'Clinical_Medicine': {'acc': 0.233, 'num': 30},
 'Computer_Science': {'acc': 0.133, 'num': 30},
 'Design': {'acc': 0.533, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.167, 'num': 30},
 'Economics': {'acc': 0.4, 'num': 30},
 'Electronics': {'acc': 0.2, 'num': 30},
 'Energy_and_Power': {'acc': 0.3, 'num': 30},
 'Finance': {'acc': 0.267, 'num': 30},
 'Geography': {'acc': 0.3, 'num': 30},
 'History': {'acc': 0.4, 'num': 30},
 'Literature': {'acc': 0.633, 'num': 30},
 'Manage': {'acc': 0.4, 'num': 30},
 'Marketing': {'acc': 0.367, 'num': 30},
 'Materials': {'acc': 0.367, 'num': 30},
 'Math': {'acc': 0.367, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.133, 'num': 30},
 'Music': {'acc': 0.4, 'num': 30},
 'Overall': {'acc': 0.332, 'num': 900},
 'Overall-Art and Design': {'acc': 0.433, 'num': 120},
 'Overall-Business': {'acc': 0.333, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.307, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.442, 'num': 120},
 'Overall-Science': {'acc': 0.3, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.252, 'num': 210},
 'Pharmacy': {'acc': 0.367, 'num': 30},
 'Physics': {'acc': 0.2, 'num': 30},
 'Psychology': {'acc': 0.267, 'num': 30},
 'Public_Health': {'acc': 0.4, 'num': 30},
 'Sociology': {'acc': 0.467, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.332

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
 50%|████▉     | 448/900 [02:00<00:30, 14.74it/s]
 52%|█████▏    | 464/900 [02:00<00:15, 28.02it/s]
 57%|█████▋    | 513/900 [02:05<00:30, 12.52it/s]
 57%|█████▋    | 517/900 [02:07<00:48,  7.82it/s]
 58%|█████▊    | 520/900 [02:11<01:22,  4.61it/s]
 58%|█████▊    | 522/900 [02:12<01:25,  4.41it/s]
 58%|█████▊    | 524/900 [02:12<01:23,  4.49it/s]
 58%|█████▊    | 526/900 [02:13<01:20,  4.66it/s]
 59%|█████▊    | 527/900 [02:13<01:28,  4.19it/s]
 59%|█████▊    | 528/900 [02:14<01:39,  3.76it/s]
 59%|█████▉    | 529/900 [02:14<01:42,  3.64it/s]
 59%|█████▉    | 530/900 [02:15<01:47,  3.44it/s]
 59%|█████▉    | 531/900 [02:15<01:48,  3.41it/s]
 59%|█████▉    | 533/900 [02:15<01:25,  4.30it/s]
 59%|█████▉    | 534/900 [02:16<02:20,  2.61it/s]
 60%|█████▉    | 536/900 [02:16<01:58,  3.08it/s]
 60%|█████▉    | 537/900 [02:17<02:06,  2.87it/s]
 60%|██████    | 540/900 [02:18<01:44,  3.45it/s]
 60%|██████    | 541/900 [02:18<02:13,  2.70it/s]
 60%|██████    | 542/900 [02:19<02:13,  2.69it/s]
 60%|██████    | 543/900 [02:19<02:04,  2.86it/s]
 60%|██████    | 544/900 [02:20<02:21,  2.51it/s]
 61%|██████    | 545/900 [02:20<02:14,  2.65it/s]
 61%|██████    | 546/900 [02:20<02:02,  2.88it/s]
 61%|██████    | 548/900 [02:20<01:37,  3.60it/s]
 61%|██████    | 551/900 [02:21<01:25,  4.08it/s]
 61%|██████▏   | 552/900 [02:21<01:32,  3.76it/s]
 62%|██████▏   | 555/900 [02:22<01:19,  4.33it/s]
 62%|██████▏   | 556/900 [02:22<01:25,  4.03it/s]
 62%|██████▏   | 557/900 [02:23<01:22,  4.17it/s]
 62%|██████▏   | 558/900 [02:23<01:21,  4.17it/s]
 62%|██████▏   | 559/900 [02:24<02:21,  2.41it/s]
 62%|██████▏   | 560/900 [02:24<02:14,  2.53it/s]
 62%|██████▏   | 561/900 [02:25<02:20,  2.41it/s]
 62%|██████▏   | 562/900 [02:25<02:02,  2.76it/s]
 63%|██████▎   | 563/900 [02:25<02:09,  2.60it/s]
 63%|██████▎   | 564/900 [02:26<01:57,  2.85it/s]
 63%|██████▎   | 567/900 [02:26<01:16,  4.37it/s]
 63%|██████▎   | 568/900 [02:27<02:26,  2.26it/s]
 65%|██████▍   | 584/900 [02:27<00:26, 12.15it/s]
 67%|██████▋   | 604/900 [02:27<00:11, 26.43it/s]
 72%|███████▏  | 644/900 [02:32<00:21, 12.01it/s]
 72%|███████▏  | 650/900 [02:38<00:47,  5.22it/s]
 73%|███████▎  | 654/900 [02:38<00:46,  5.34it/s]
 73%|███████▎  | 657/900 [02:40<00:52,  4.59it/s]
 73%|███████▎  | 660/900 [02:41<00:52,  4.60it/s]
 74%|███████▎  | 662/900 [02:42<01:01,  3.88it/s]
 74%|███████▍  | 664/900 [02:42<00:59,  3.98it/s]
 74%|███████▍  | 665/900 [02:43<01:02,  3.75it/s]
 74%|███████▍  | 668/900 [02:43<00:58,  3.94it/s]
 74%|███████▍  | 670/900 [02:44<00:58,  3.91it/s]
 75%|███████▍  | 671/900 [02:44<01:00,  3.78it/s]
 75%|███████▍  | 672/900 [02:44<01:00,  3.78it/s]
 75%|███████▍  | 673/900 [02:45<01:12,  3.14it/s]
 75%|███████▍  | 674/900 [02:45<01:06,  3.38it/s]
 75%|███████▌  | 675/900 [02:45<01:09,  3.25it/s]
 75%|███████▌  | 677/900 [02:46<01:16,  2.91it/s]
 76%|███████▌  | 680/900 [02:46<00:47,  4.62it/s]
 76%|███████▌  | 681/900 [02:47<00:55,  3.97it/s]
 76%|███████▌  | 682/900 [02:47<00:54,  4.02it/s]
 76%|███████▌  | 685/900 [02:48<00:45,  4.68it/s]
 76%|███████▋  | 687/900 [02:48<00:44,  4.83it/s]
 77%|███████▋  | 689/900 [02:48<00:40,  5.21it/s]
 77%|███████▋  | 690/900 [02:49<01:10,  2.99it/s]
 77%|███████▋  | 691/900 [02:50<01:08,  3.05it/s]
 77%|███████▋  | 692/900 [02:50<01:15,  2.76it/s]
 77%|███████▋  | 693/900 [02:50<01:12,  2.84it/s]
 77%|███████▋  | 694/900 [02:51<01:15,  2.72it/s]
 77%|███████▋  | 695/900 [02:51<01:11,  2.86it/s]
 78%|███████▊  | 698/900 [02:51<00:45,  4.48it/s]
 78%|███████▊  | 699/900 [02:52<00:46,  4.28it/s]
 78%|███████▊  | 700/900 [02:52<00:45,  4.42it/s]
 78%|███████▊  | 701/900 [02:52<00:42,  4.66it/s]
 78%|███████▊  | 702/900 [02:54<01:44,  1.89it/s]
 82%|████████▏ | 738/900 [02:54<00:06, 23.54it/s]
 86%|████████▌ | 772/900 [02:57<00:08, 15.35it/s]
 86%|████████▋ | 777/900 [02:58<00:11, 10.52it/s]
 87%|████████▋ | 780/900 [03:00<00:17,  6.93it/s]
 87%|████████▋ | 783/900 [03:01<00:16,  6.96it/s]
 87%|████████▋ | 785/900 [03:01<00:17,  6.65it/s]
 87%|████████▋ | 787/900 [03:02<00:19,  5.90it/s]
 88%|████████▊ | 789/900 [03:02<00:19,  5.64it/s]
 88%|████████▊ | 790/900 [03:03<00:21,  5.22it/s]
 88%|████████▊ | 791/900 [03:03<00:20,  5.42it/s]
 88%|████████▊ | 792/900 [03:03<00:21,  5.03it/s]
 88%|████████▊ | 793/900 [03:03<00:20,  5.34it/s]
 88%|████████▊ | 796/900 [03:03<00:12,  8.13it/s]
 89%|████████▊ | 798/900 [03:04<00:17,  5.83it/s]
 89%|████████▉ | 800/900 [03:04<00:15,  6.37it/s]
 89%|████████▉ | 802/900 [03:05<00:21,  4.46it/s]
 89%|████████▉ | 803/900 [03:05<00:22,  4.40it/s]
 90%|████████▉ | 806/900 [03:05<00:14,  6.30it/s]
 90%|████████▉ | 807/900 [03:06<00:14,  6.54it/s]
 90%|████████▉ | 808/900 [03:06<00:17,  5.23it/s]
 90%|████████▉ | 809/900 [03:06<00:18,  4.86it/s]
 90%|█████████ | 813/900 [03:06<00:09,  9.25it/s]
 91%|█████████ | 816/900 [03:06<00:06, 12.26it/s]
 91%|█████████ | 818/900 [03:07<00:07, 10.93it/s]
 91%|█████████ | 820/900 [03:07<00:07, 11.04it/s]
 91%|█████████▏| 822/900 [03:07<00:07,  9.78it/s]
 92%|█████████▏| 824/900 [03:08<00:10,  7.04it/s]
 92%|█████████▏| 826/900 [03:08<00:10,  7.37it/s]
 92%|█████████▏| 828/900 [03:08<00:09,  7.64it/s]
 92%|█████████▏| 829/900 [03:08<00:08,  7.90it/s]
 92%|█████████▏| 831/900 [03:08<00:07,  9.16it/s]
 93%|█████████▎| 833/900 [03:08<00:07,  9.00it/s]
 93%|█████████▎| 834/900 [03:09<00:08,  8.17it/s]
 93%|█████████▎| 836/900 [03:09<00:07,  8.42it/s]
 93%|█████████▎| 837/900 [03:09<00:11,  5.52it/s]
 93%|█████████▎| 838/900 [03:10<00:13,  4.56it/s]
100%|██████████| 900/900 [03:10<00:00,  4.73it/s]
