Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 191.959960113978
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.433, 'num': 30},
 'Agriculture': {'acc': 0.3, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.067, 'num': 30},
 'Art': {'acc': 0.5, 'num': 30},
 'Art_Theory': {'acc': 0.4, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.5, 'num': 30},
 'Biology': {'acc': 0.2, 'num': 30},
 'Chemistry': {'acc': 0.167, 'num': 30},
 'Clinical_Medicine': {'acc': 0.1, 'num': 30},
 'Computer_Science': {'acc': 0.267, 'num': 30},
 'Design': {'acc': 0.567, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.267, 'num': 30},
 'Economics': {'acc': 0.433, 'num': 30},
 'Electronics': {'acc': 0.2, 'num': 30},
 'Energy_and_Power': {'acc': 0.333, 'num': 30},
 'Finance': {'acc': 0.233, 'num': 30},
 'Geography': {'acc': 0.333, 'num': 30},
 'History': {'acc': 0.3, 'num': 30},
 'Literature': {'acc': 0.667, 'num': 30},
 'Manage': {'acc': 0.367, 'num': 30},
 'Marketing': {'acc': 0.267, 'num': 30},
 'Materials': {'acc': 0.2, 'num': 30},
 'Math': {'acc': 0.4, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.267, 'num': 30},
 'Music': {'acc': 0.233, 'num': 30},
 'Overall': {'acc': 0.324, 'num': 900},
 'Overall-Art and Design': {'acc': 0.425, 'num': 120},
 'Overall-Business': {'acc': 0.347, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.333, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.417, 'num': 120},
 'Overall-Science': {'acc': 0.267, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.233, 'num': 210},
 'Pharmacy': {'acc': 0.367, 'num': 30},
 'Physics': {'acc': 0.233, 'num': 30},
 'Psychology': {'acc': 0.333, 'num': 30},
 'Public_Health': {'acc': 0.433, 'num': 30},
 'Sociology': {'acc': 0.367, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.324

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
 60%|█████▉    | 539/900 [02:16<01:13,  4.88it/s]
 60%|██████    | 540/900 [02:16<01:13,  4.91it/s]
 60%|██████    | 541/900 [02:16<01:17,  4.66it/s]
 60%|██████    | 543/900 [02:17<01:31,  3.90it/s]
 61%|██████    | 545/900 [02:17<01:25,  4.16it/s]
 61%|██████    | 546/900 [02:17<01:27,  4.06it/s]
 61%|██████    | 547/900 [02:18<01:42,  3.44it/s]
 61%|██████    | 549/900 [02:18<01:17,  4.51it/s]
 61%|██████▏   | 553/900 [02:19<00:59,  5.87it/s]
 62%|██████▏   | 555/900 [02:19<01:20,  4.27it/s]
 62%|██████▏   | 557/900 [02:20<01:19,  4.32it/s]
 62%|██████▏   | 558/900 [02:20<01:22,  4.12it/s]
 62%|██████▏   | 559/900 [02:20<01:20,  4.26it/s]
 62%|██████▏   | 561/900 [02:21<01:02,  5.43it/s]
 63%|██████▎   | 563/900 [02:21<00:54,  6.22it/s]
 63%|██████▎   | 564/900 [02:21<01:03,  5.26it/s]
 63%|██████▎   | 566/900 [02:21<00:51,  6.45it/s]
 63%|██████▎   | 567/900 [02:21<00:53,  6.23it/s]
 63%|██████▎   | 569/900 [02:22<01:09,  4.78it/s]
 63%|██████▎   | 571/900 [02:22<01:06,  4.93it/s]
 64%|██████▎   | 572/900 [02:23<01:42,  3.21it/s]
 64%|██████▎   | 573/900 [02:24<01:55,  2.82it/s]
 64%|██████▍   | 575/900 [02:24<01:45,  3.09it/s]
 64%|██████▍   | 576/900 [02:25<02:00,  2.70it/s]
 66%|██████▌   | 592/900 [02:25<00:22, 13.92it/s]
 70%|███████   | 631/900 [02:25<00:05, 47.83it/s]
 71%|███████▏  | 643/900 [02:30<00:27,  9.35it/s]
 72%|███████▏  | 651/900 [02:35<00:55,  4.51it/s]
 73%|███████▎  | 657/900 [02:37<00:56,  4.32it/s]
 73%|███████▎  | 661/900 [02:38<01:00,  3.98it/s]
 74%|███████▍  | 664/900 [02:40<01:11,  3.30it/s]
 74%|███████▍  | 667/900 [02:41<01:05,  3.57it/s]
 74%|███████▍  | 669/900 [02:42<01:07,  3.40it/s]
 75%|███████▍  | 671/900 [02:42<01:12,  3.14it/s]
 75%|███████▍  | 673/900 [02:43<01:07,  3.37it/s]
 75%|███████▍  | 674/900 [02:43<01:11,  3.15it/s]
 75%|███████▌  | 676/900 [02:44<01:09,  3.24it/s]
 75%|███████▌  | 677/900 [02:44<01:11,  3.13it/s]
 75%|███████▌  | 679/900 [02:45<01:06,  3.33it/s]
 76%|███████▌  | 680/900 [02:45<01:06,  3.33it/s]
 76%|███████▌  | 681/900 [02:45<01:01,  3.56it/s]
 76%|███████▌  | 683/900 [02:46<00:55,  3.90it/s]
 76%|███████▌  | 685/900 [02:47<01:22,  2.60it/s]
 76%|███████▋  | 687/900 [02:47<01:10,  3.01it/s]
 76%|███████▋  | 688/900 [02:48<01:03,  3.32it/s]
 77%|███████▋  | 689/900 [02:48<01:01,  3.43it/s]
 77%|███████▋  | 690/900 [02:48<00:56,  3.69it/s]
 77%|███████▋  | 692/900 [02:48<00:41,  5.01it/s]
 77%|███████▋  | 696/900 [02:49<00:50,  4.05it/s]
 78%|███████▊  | 699/900 [02:50<00:41,  4.81it/s]
 78%|███████▊  | 701/900 [02:50<00:47,  4.20it/s]
 78%|███████▊  | 703/900 [02:51<00:49,  4.01it/s]
 78%|███████▊  | 704/900 [02:52<01:06,  2.93it/s]
 78%|███████▊  | 705/900 [02:52<01:08,  2.85it/s]
 78%|███████▊  | 706/900 [02:53<01:04,  2.99it/s]
 79%|███████▊  | 708/900 [02:53<00:51,  3.71it/s]
 79%|███████▉  | 709/900 [02:53<00:50,  3.80it/s]
 79%|███████▉  | 710/900 [02:54<01:26,  2.19it/s]
 81%|████████  | 726/900 [02:54<00:13, 12.65it/s]
 86%|████████▌ | 772/900 [02:59<00:12,  9.87it/s]
 86%|████████▌ | 776/900 [03:01<00:16,  7.35it/s]
 87%|████████▋ | 779/900 [03:02<00:16,  7.15it/s]
 87%|████████▋ | 781/900 [03:02<00:17,  6.94it/s]
 87%|████████▋ | 783/900 [03:02<00:15,  7.39it/s]
 87%|████████▋ | 785/900 [03:03<00:15,  7.24it/s]
 87%|████████▋ | 787/900 [03:03<00:15,  7.19it/s]
 88%|████████▊ | 790/900 [03:03<00:16,  6.64it/s]
 88%|████████▊ | 791/900 [03:04<00:24,  4.43it/s]
 88%|████████▊ | 792/900 [03:05<00:29,  3.72it/s]
 88%|████████▊ | 793/900 [03:05<00:26,  4.11it/s]
 88%|████████▊ | 796/900 [03:05<00:16,  6.24it/s]
 89%|████████▊ | 798/900 [03:05<00:17,  6.00it/s]
 89%|████████▉ | 800/900 [03:06<00:19,  5.03it/s]
 89%|████████▉ | 803/900 [03:06<00:16,  5.82it/s]
 89%|████████▉ | 805/900 [03:07<00:17,  5.45it/s]
 90%|████████▉ | 806/900 [03:07<00:17,  5.50it/s]
 90%|████████▉ | 807/900 [03:07<00:17,  5.27it/s]
 90%|████████▉ | 808/900 [03:07<00:16,  5.52it/s]
 90%|█████████ | 811/900 [03:08<00:13,  6.82it/s]
 91%|█████████ | 815/900 [03:08<00:10,  7.92it/s]
 91%|█████████ | 818/900 [03:08<00:08, 10.09it/s]
 91%|█████████ | 820/900 [03:08<00:07, 10.58it/s]
 91%|█████████▏| 822/900 [03:09<00:06, 11.73it/s]
 92%|█████████▏| 829/900 [03:09<00:03, 20.19it/s]
 92%|█████████▏| 832/900 [03:09<00:04, 15.55it/s]
 93%|█████████▎| 835/900 [03:10<00:06, 10.27it/s]
 93%|█████████▎| 837/900 [03:10<00:06,  9.95it/s]
 94%|█████████▎| 842/900 [03:11<00:07,  7.71it/s]
 94%|█████████▍| 844/900 [03:11<00:06,  8.75it/s]
100%|██████████| 900/900 [03:11<00:00, 41.93it/s]
100%|██████████| 900/900 [03:11<00:00,  4.69it/s]
