Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 191.8939892530907
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.433, 'num': 30},
 'Agriculture': {'acc': 0.4, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.367, 'num': 30},
 'Art': {'acc': 0.6, 'num': 30},
 'Art_Theory': {'acc': 0.467, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.267, 'num': 30},
 'Biology': {'acc': 0.233, 'num': 30},
 'Chemistry': {'acc': 0.233, 'num': 30},
 'Clinical_Medicine': {'acc': 0.233, 'num': 30},
 'Computer_Science': {'acc': 0.167, 'num': 30},
 'Design': {'acc': 0.533, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.167, 'num': 30},
 'Economics': {'acc': 0.467, 'num': 30},
 'Electronics': {'acc': 0.1, 'num': 30},
 'Energy_and_Power': {'acc': 0.4, 'num': 30},
 'Finance': {'acc': 0.2, 'num': 30},
 'Geography': {'acc': 0.333, 'num': 30},
 'History': {'acc': 0.367, 'num': 30},
 'Literature': {'acc': 0.7, 'num': 30},
 'Manage': {'acc': 0.3, 'num': 30},
 'Marketing': {'acc': 0.333, 'num': 30},
 'Materials': {'acc': 0.2, 'num': 30},
 'Math': {'acc': 0.133, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.3, 'num': 30},
 'Music': {'acc': 0.4, 'num': 30},
 'Overall': {'acc': 0.331, 'num': 900},
 'Overall-Art and Design': {'acc': 0.5, 'num': 120},
 'Overall-Business': {'acc': 0.347, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.267, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.4, 'num': 120},
 'Overall-Science': {'acc': 0.267, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.276, 'num': 210},
 'Pharmacy': {'acc': 0.267, 'num': 30},
 'Physics': {'acc': 0.4, 'num': 30},
 'Psychology': {'acc': 0.2, 'num': 30},
 'Public_Health': {'acc': 0.4, 'num': 30},
 'Sociology': {'acc': 0.333, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.331

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
 47%|████▋     | 422/900 [02:01<05:22,  1.48it/s]
 47%|████▋     | 423/900 [02:02<04:48,  1.65it/s]
 47%|████▋     | 424/900 [02:02<03:48,  2.08it/s]
 49%|████▉     | 440/900 [02:02<00:31, 14.56it/s]
 51%|█████     | 460/900 [02:02<00:13, 32.89it/s]
 57%|█████▋    | 513/900 [02:08<00:30, 12.52it/s]
 58%|█████▊    | 519/900 [02:12<00:55,  6.84it/s]
 58%|█████▊    | 524/900 [02:14<01:02,  6.01it/s]
 59%|█████▊    | 528/900 [02:15<01:11,  5.23it/s]
 59%|█████▉    | 531/900 [02:15<01:06,  5.59it/s]
 59%|█████▉    | 533/900 [02:16<01:15,  4.86it/s]
 59%|█████▉    | 535/900 [02:17<01:16,  4.76it/s]
 60%|█████▉    | 537/900 [02:18<01:21,  4.43it/s]
 60%|█████▉    | 538/900 [02:18<01:20,  4.47it/s]
 60%|██████    | 540/900 [02:18<01:14,  4.85it/s]
 60%|██████    | 541/900 [02:18<01:22,  4.34it/s]
 60%|██████    | 542/900 [02:19<01:44,  3.41it/s]
 60%|██████    | 543/900 [02:19<01:42,  3.47it/s]
 60%|██████    | 544/900 [02:20<01:46,  3.34it/s]
 61%|██████    | 546/900 [02:20<01:40,  3.53it/s]
 61%|██████    | 547/900 [02:20<01:31,  3.85it/s]
 61%|██████    | 548/900 [02:21<02:07,  2.77it/s]
 61%|██████    | 549/900 [02:22<02:25,  2.41it/s]
 61%|██████    | 550/900 [02:23<03:11,  1.82it/s]
 61%|██████    | 551/900 [02:23<02:41,  2.17it/s]
 61%|██████▏   | 552/900 [02:24<03:14,  1.79it/s]
 61%|██████▏   | 553/900 [02:24<02:44,  2.10it/s]
 62%|██████▏   | 554/900 [02:25<03:06,  1.85it/s]
 62%|██████▏   | 556/900 [02:25<02:12,  2.60it/s]
 62%|██████▏   | 558/900 [02:25<01:53,  3.01it/s]
 62%|██████▏   | 559/900 [02:26<02:30,  2.27it/s]
 62%|██████▏   | 560/900 [02:27<02:28,  2.29it/s]
 62%|██████▏   | 562/900 [02:27<02:12,  2.55it/s]
 63%|██████▎   | 563/900 [02:28<02:15,  2.49it/s]
 64%|██████▍   | 579/900 [02:28<00:25, 12.80it/s]
 71%|███████▏  | 642/900 [02:33<00:20, 12.84it/s]
 72%|███████▏  | 644/900 [02:34<00:23, 11.05it/s]
 72%|███████▏  | 646/900 [02:35<00:28,  8.83it/s]
 72%|███████▏  | 648/900 [02:37<00:42,  5.97it/s]
 72%|███████▏  | 649/900 [02:37<00:45,  5.52it/s]
 72%|███████▏  | 650/900 [02:37<00:45,  5.54it/s]
 72%|███████▏  | 651/900 [02:38<00:49,  4.99it/s]
 72%|███████▏  | 652/900 [02:38<00:56,  4.42it/s]
 73%|███████▎  | 653/900 [02:39<00:59,  4.17it/s]
 73%|███████▎  | 655/900 [02:39<00:57,  4.25it/s]
 73%|███████▎  | 657/900 [02:40<01:01,  3.94it/s]
 73%|███████▎  | 658/900 [02:40<01:08,  3.53it/s]
 73%|███████▎  | 659/900 [02:41<01:22,  2.93it/s]
 73%|███████▎  | 660/900 [02:41<01:18,  3.04it/s]
 74%|███████▍  | 664/900 [02:42<00:53,  4.38it/s]
 74%|███████▍  | 665/900 [02:42<00:59,  3.96it/s]
 74%|███████▍  | 666/900 [02:42<00:57,  4.10it/s]
 74%|███████▍  | 668/900 [02:43<00:52,  4.42it/s]
 74%|███████▍  | 669/900 [02:43<00:52,  4.41it/s]
 75%|███████▍  | 671/900 [02:43<00:58,  3.89it/s]
 75%|███████▍  | 673/900 [02:44<00:59,  3.80it/s]
 75%|███████▍  | 674/900 [02:45<01:16,  2.95it/s]
 75%|███████▌  | 675/900 [02:45<01:14,  3.04it/s]
 75%|███████▌  | 676/900 [02:45<01:14,  3.02it/s]
 75%|███████▌  | 678/900 [02:45<00:54,  4.04it/s]
 75%|███████▌  | 679/900 [02:46<00:57,  3.82it/s]
 76%|███████▌  | 680/900 [02:46<01:03,  3.46it/s]
 76%|███████▌  | 681/900 [02:47<01:27,  2.51it/s]
 76%|███████▌  | 682/900 [02:47<01:26,  2.51it/s]
 76%|███████▌  | 683/900 [02:48<01:26,  2.52it/s]
 76%|███████▌  | 684/900 [02:48<01:41,  2.12it/s]
 76%|███████▌  | 685/900 [02:49<01:27,  2.47it/s]
 76%|███████▌  | 686/900 [02:50<02:02,  1.75it/s]
 76%|███████▋  | 687/900 [02:50<01:54,  1.86it/s]
 76%|███████▋  | 688/900 [02:50<01:41,  2.09it/s]
 77%|███████▋  | 690/900 [02:51<01:11,  2.93it/s]
 77%|███████▋  | 691/900 [02:51<01:35,  2.19it/s]
 77%|███████▋  | 692/900 [02:52<01:25,  2.44it/s]
 77%|███████▋  | 693/900 [02:52<01:17,  2.67it/s]
 77%|███████▋  | 694/900 [02:53<01:25,  2.41it/s]
 77%|███████▋  | 695/900 [02:53<01:30,  2.25it/s]
 77%|███████▋  | 697/900 [02:54<01:15,  2.69it/s]
 78%|███████▊  | 698/900 [02:54<01:24,  2.38it/s]
 78%|███████▊  | 700/900 [02:55<01:10,  2.82it/s]
 79%|███████▉  | 710/900 [02:55<00:25,  7.55it/s]
 81%|████████  | 726/900 [02:55<00:09, 17.92it/s]
 86%|████████▌ | 770/900 [02:58<00:07, 17.32it/s]
 86%|████████▌ | 773/900 [02:59<00:10, 12.05it/s]
 86%|████████▌ | 776/900 [03:01<00:13,  9.29it/s]
 86%|████████▋ | 778/900 [03:01<00:14,  8.23it/s]
 87%|████████▋ | 780/900 [03:02<00:18,  6.56it/s]
 87%|████████▋ | 781/900 [03:02<00:18,  6.53it/s]
 87%|████████▋ | 783/900 [03:02<00:16,  7.00it/s]
 87%|████████▋ | 785/900 [03:03<00:16,  6.97it/s]
 88%|████████▊ | 788/900 [03:03<00:15,  7.26it/s]
 88%|████████▊ | 789/900 [03:03<00:15,  7.29it/s]
 88%|████████▊ | 790/900 [03:04<00:22,  4.95it/s]
 88%|████████▊ | 791/900 [03:04<00:23,  4.59it/s]
 88%|████████▊ | 793/900 [03:04<00:21,  5.04it/s]
 88%|████████▊ | 794/900 [03:04<00:19,  5.37it/s]
 89%|████████▊ | 798/900 [03:05<00:12,  8.41it/s]
 89%|████████▉ | 799/900 [03:05<00:13,  7.37it/s]
 89%|████████▉ | 801/900 [03:05<00:12,  7.77it/s]
 89%|████████▉ | 803/900 [03:06<00:19,  5.00it/s]
 89%|████████▉ | 804/900 [03:06<00:25,  3.81it/s]
 90%|████████▉ | 807/900 [03:07<00:16,  5.76it/s]
 90%|█████████ | 810/900 [03:07<00:11,  8.13it/s]
 90%|█████████ | 812/900 [03:07<00:09,  8.84it/s]
 91%|█████████ | 815/900 [03:07<00:07, 11.25it/s]
 91%|█████████ | 817/900 [03:07<00:08,  9.34it/s]
 91%|█████████ | 819/900 [03:08<00:08,  9.19it/s]
 91%|█████████ | 821/900 [03:08<00:08,  9.37it/s]
 91%|█████████▏| 823/900 [03:08<00:09,  7.70it/s]
 92%|█████████▏| 826/900 [03:09<00:10,  7.06it/s]
 92%|█████████▏| 827/900 [03:09<00:14,  4.90it/s]
 92%|█████████▏| 831/900 [03:09<00:10,  6.83it/s]
 93%|█████████▎| 833/900 [03:10<00:08,  7.63it/s]
 93%|█████████▎| 835/900 [03:10<00:10,  6.02it/s]
 93%|█████████▎| 837/900 [03:10<00:09,  6.33it/s]
 93%|█████████▎| 839/900 [03:11<00:08,  6.83it/s]
 94%|█████████▎| 842/900 [03:11<00:06,  9.03it/s]
 95%|█████████▍| 851/900 [03:11<00:02, 18.18it/s]
 96%|█████████▋| 868/900 [03:11<00:00, 38.76it/s]
100%|█████████▉| 899/900 [03:11<00:00, 81.74it/s]
100%|██████████| 900/900 [03:11<00:00,  4.69it/s]
