Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 201.44087782036513
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.3, 'num': 30},
 'Agriculture': {'acc': 0.233, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.3, 'num': 30},
 'Art': {'acc': 0.433, 'num': 30},
 'Art_Theory': {'acc': 0.367, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.4, 'num': 30},
 'Biology': {'acc': 0.133, 'num': 30},
 'Chemistry': {'acc': 0.233, 'num': 30},
 'Clinical_Medicine': {'acc': 0.333, 'num': 30},
 'Computer_Science': {'acc': 0.233, 'num': 30},
 'Design': {'acc': 0.7, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.4, 'num': 30},
 'Economics': {'acc': 0.533, 'num': 30},
 'Electronics': {'acc': 0.1, 'num': 30},
 'Energy_and_Power': {'acc': 0.2, 'num': 30},
 'Finance': {'acc': 0.2, 'num': 30},
 'Geography': {'acc': 0.3, 'num': 30},
 'History': {'acc': 0.167, 'num': 30},
 'Literature': {'acc': 0.7, 'num': 30},
 'Manage': {'acc': 0.133, 'num': 30},
 'Marketing': {'acc': 0.4, 'num': 30},
 'Materials': {'acc': 0.033, 'num': 30},
 'Math': {'acc': 0.2, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.167, 'num': 30},
 'Music': {'acc': 0.3, 'num': 30},
 'Overall': {'acc': 0.313, 'num': 900},
 'Overall-Art and Design': {'acc': 0.45, 'num': 120},
 'Overall-Business': {'acc': 0.313, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.407, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.4, 'num': 120},
 'Overall-Science': {'acc': 0.227, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.181, 'num': 210},
 'Pharmacy': {'acc': 0.4, 'num': 30},
 'Physics': {'acc': 0.267, 'num': 30},
 'Psychology': {'acc': 0.333, 'num': 30},
 'Public_Health': {'acc': 0.5, 'num': 30},
 'Sociology': {'acc': 0.4, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.313

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
 48%|████▊     | 428/900 [01:58<03:15,  2.41it/s]
 48%|████▊     | 430/900 [02:00<04:55,  1.59it/s]
 48%|████▊     | 432/900 [02:01<04:48,  1.62it/s]
 50%|████▉     | 448/900 [02:01<00:56,  7.93it/s]
 52%|█████▏    | 468/900 [02:01<00:24, 18.00it/s]
 57%|█████▋    | 514/900 [02:09<00:49,  7.87it/s]
 58%|█████▊    | 519/900 [02:13<01:12,  5.24it/s]
 58%|█████▊    | 523/900 [02:15<01:25,  4.40it/s]
 58%|█████▊    | 526/900 [02:16<01:34,  3.94it/s]
 59%|█████▊    | 528/900 [02:17<01:35,  3.88it/s]
 59%|█████▉    | 532/900 [02:18<01:27,  4.23it/s]
 59%|█████▉    | 534/900 [02:19<01:40,  3.63it/s]
 60%|█████▉    | 536/900 [02:19<01:38,  3.71it/s]
 60%|█████▉    | 538/900 [02:20<01:28,  4.08it/s]
 60%|██████    | 541/900 [02:20<01:19,  4.50it/s]
 60%|██████    | 542/900 [02:21<01:52,  3.19it/s]
 60%|██████    | 544/900 [02:21<01:36,  3.69it/s]
 61%|██████    | 545/900 [02:22<01:36,  3.67it/s]
 61%|██████    | 548/900 [02:22<01:39,  3.52it/s]
 61%|██████    | 550/900 [02:23<01:30,  3.87it/s]
 61%|██████    | 551/900 [02:23<01:30,  3.86it/s]
 61%|██████▏   | 553/900 [02:23<01:14,  4.67it/s]
 62%|██████▏   | 554/900 [02:24<01:33,  3.68it/s]
 62%|██████▏   | 555/900 [02:24<01:29,  3.86it/s]
 62%|██████▏   | 556/900 [02:25<02:13,  2.58it/s]
 62%|██████▏   | 557/900 [02:25<01:56,  2.93it/s]
 62%|██████▏   | 558/900 [02:26<02:04,  2.74it/s]
 62%|██████▏   | 559/900 [02:26<02:28,  2.29it/s]
 62%|██████▏   | 560/900 [02:26<02:06,  2.70it/s]
 62%|██████▏   | 562/900 [02:28<02:45,  2.04it/s]
 63%|██████▎   | 563/900 [02:28<02:15,  2.48it/s]
 63%|██████▎   | 564/900 [02:29<02:59,  1.87it/s]
 63%|██████▎   | 565/900 [02:29<03:17,  1.69it/s]
 63%|██████▎   | 566/900 [02:31<05:16,  1.06it/s]
 65%|██████▍   | 582/900 [02:31<00:43,  7.26it/s]
 66%|██████▋   | 598/900 [02:32<00:20, 15.00it/s]
 71%|███████▏  | 642/900 [02:37<00:27,  9.27it/s]
 72%|███████▏  | 647/900 [02:41<00:45,  5.59it/s]
 72%|███████▏  | 650/900 [02:43<00:54,  4.63it/s]
 73%|███████▎  | 653/900 [02:44<00:56,  4.36it/s]
 73%|███████▎  | 655/900 [02:45<00:57,  4.26it/s]
 73%|███████▎  | 657/900 [02:45<00:57,  4.26it/s]
 73%|███████▎  | 658/900 [02:46<01:04,  3.73it/s]
 74%|███████▎  | 662/900 [02:47<01:01,  3.90it/s]
 74%|███████▎  | 663/900 [02:48<01:10,  3.36it/s]
 74%|███████▍  | 665/900 [02:48<01:06,  3.53it/s]
 74%|███████▍  | 667/900 [02:49<01:04,  3.63it/s]
 74%|███████▍  | 670/900 [02:49<00:57,  4.03it/s]
 75%|███████▍  | 671/900 [02:50<01:03,  3.59it/s]
 75%|███████▍  | 673/900 [02:50<00:54,  4.13it/s]
 75%|███████▍  | 674/900 [02:50<00:57,  3.96it/s]
 75%|███████▌  | 677/900 [02:51<00:50,  4.40it/s]
 75%|███████▌  | 679/900 [02:51<00:52,  4.18it/s]
 76%|███████▌  | 680/900 [02:52<00:55,  3.97it/s]
 76%|███████▌  | 683/900 [02:52<00:38,  5.70it/s]
 76%|███████▌  | 684/900 [02:53<01:12,  2.98it/s]
 76%|███████▌  | 685/900 [02:54<01:26,  2.48it/s]
 76%|███████▋  | 687/900 [02:54<01:21,  2.61it/s]
 76%|███████▋  | 688/900 [02:55<01:23,  2.54it/s]
 77%|███████▋  | 689/900 [02:55<01:33,  2.27it/s]
 77%|███████▋  | 690/900 [02:56<01:20,  2.61it/s]
 77%|███████▋  | 691/900 [02:56<01:41,  2.05it/s]
 77%|███████▋  | 693/900 [02:57<01:28,  2.34it/s]
 77%|███████▋  | 694/900 [03:00<03:20,  1.03it/s]
 77%|███████▋  | 695/900 [03:02<04:32,  1.33s/it]
 79%|███████▉  | 711/900 [03:03<00:43,  4.38it/s]
 86%|████████▌ | 771/900 [03:08<00:14,  8.69it/s]
 86%|████████▌ | 773/900 [03:09<00:14,  8.59it/s]
 86%|████████▌ | 774/900 [03:09<00:17,  7.37it/s]
 86%|████████▌ | 775/900 [03:10<00:17,  7.00it/s]
 86%|████████▋ | 777/900 [03:10<00:17,  6.88it/s]
 87%|████████▋ | 780/900 [03:11<00:19,  6.19it/s]
 87%|████████▋ | 781/900 [03:11<00:19,  5.98it/s]
 87%|████████▋ | 782/900 [03:11<00:20,  5.67it/s]
 87%|████████▋ | 783/900 [03:12<00:21,  5.54it/s]
 87%|████████▋ | 785/900 [03:12<00:17,  6.76it/s]
 87%|████████▋ | 787/900 [03:12<00:16,  6.82it/s]
 88%|████████▊ | 788/900 [03:12<00:18,  6.06it/s]
 88%|████████▊ | 791/900 [03:13<00:16,  6.59it/s]
 88%|████████▊ | 794/900 [03:13<00:17,  5.92it/s]
 88%|████████▊ | 795/900 [03:13<00:17,  5.84it/s]
 88%|████████▊ | 796/900 [03:14<00:19,  5.33it/s]
 89%|████████▊ | 797/900 [03:14<00:20,  4.96it/s]
 89%|████████▊ | 798/900 [03:14<00:23,  4.35it/s]
 89%|████████▉ | 802/900 [03:14<00:12,  7.63it/s]
 89%|████████▉ | 803/900 [03:15<00:13,  7.02it/s]
 89%|████████▉ | 805/900 [03:15<00:12,  7.78it/s]
 90%|████████▉ | 808/900 [03:15<00:08, 10.39it/s]
 90%|█████████ | 810/900 [03:15<00:08, 11.13it/s]
 90%|█████████ | 812/900 [03:15<00:07, 11.73it/s]
 90%|█████████ | 814/900 [03:16<00:09,  9.32it/s]
 91%|█████████ | 818/900 [03:16<00:08,  9.56it/s]
 91%|█████████ | 820/900 [03:16<00:08,  9.38it/s]
 91%|█████████▏| 822/900 [03:16<00:07, 10.03it/s]
 92%|█████████▏| 824/900 [03:17<00:10,  7.32it/s]
 92%|█████████▏| 825/900 [03:17<00:10,  6.96it/s]
 92%|█████████▏| 827/900 [03:17<00:08,  8.35it/s]
 92%|█████████▏| 829/900 [03:17<00:07,  9.40it/s]
 92%|█████████▏| 831/900 [03:18<00:10,  6.82it/s]
 92%|█████████▏| 832/900 [03:18<00:11,  5.86it/s]
 93%|█████████▎| 835/900 [03:19<00:14,  4.44it/s]
 93%|█████████▎| 836/900 [03:19<00:15,  4.15it/s]
 93%|█████████▎| 837/900 [03:20<00:17,  3.53it/s]
 93%|█████████▎| 839/900 [03:20<00:13,  4.58it/s]
100%|█████████▉| 899/900 [03:21<00:00, 34.80it/s]
100%|██████████| 900/900 [03:21<00:00,  4.47it/s]
