Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 204.00194628792815
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.267, 'num': 30},
 'Agriculture': {'acc': 0.2, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.267, 'num': 30},
 'Art': {'acc': 0.467, 'num': 30},
 'Art_Theory': {'acc': 0.433, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.467, 'num': 30},
 'Biology': {'acc': 0.2, 'num': 30},
 'Chemistry': {'acc': 0.1, 'num': 30},
 'Clinical_Medicine': {'acc': 0.267, 'num': 30},
 'Computer_Science': {'acc': 0.4, 'num': 30},
 'Design': {'acc': 0.533, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.233, 'num': 30},
 'Economics': {'acc': 0.267, 'num': 30},
 'Electronics': {'acc': 0.067, 'num': 30},
 'Energy_and_Power': {'acc': 0.3, 'num': 30},
 'Finance': {'acc': 0.2, 'num': 30},
 'Geography': {'acc': 0.367, 'num': 30},
 'History': {'acc': 0.467, 'num': 30},
 'Literature': {'acc': 0.667, 'num': 30},
 'Manage': {'acc': 0.267, 'num': 30},
 'Marketing': {'acc': 0.4, 'num': 30},
 'Materials': {'acc': 0.3, 'num': 30},
 'Math': {'acc': 0.2, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.3, 'num': 30},
 'Music': {'acc': 0.267, 'num': 30},
 'Overall': {'acc': 0.327, 'num': 900},
 'Overall-Art and Design': {'acc': 0.425, 'num': 120},
 'Overall-Business': {'acc': 0.28, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.353, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.492, 'num': 120},
 'Overall-Science': {'acc': 0.227, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.262, 'num': 210},
 'Pharmacy': {'acc': 0.5, 'num': 30},
 'Physics': {'acc': 0.267, 'num': 30},
 'Psychology': {'acc': 0.367, 'num': 30},
 'Public_Health': {'acc': 0.3, 'num': 30},
 'Sociology': {'acc': 0.467, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.327

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
 63%|██████▎   | 564/900 [02:33<01:17,  4.33it/s]
 63%|██████▎   | 565/900 [02:33<01:13,  4.55it/s]
 63%|██████▎   | 567/900 [02:33<01:03,  5.24it/s]
 63%|██████▎   | 570/900 [02:33<00:48,  6.80it/s]
 63%|██████▎   | 571/900 [02:34<01:27,  3.78it/s]
 64%|██████▍   | 574/900 [02:35<01:14,  4.39it/s]
 64%|██████▍   | 575/900 [02:35<01:18,  4.15it/s]
 64%|██████▍   | 576/900 [02:36<02:09,  2.49it/s]
 66%|██████▌   | 593/900 [02:36<00:24, 12.73it/s]
 71%|███████▏  | 642/900 [02:40<00:20, 12.85it/s]
 72%|███████▏  | 645/900 [02:43<00:34,  7.48it/s]
 72%|███████▏  | 648/900 [02:45<00:47,  5.31it/s]
 72%|███████▏  | 650/900 [02:47<00:58,  4.29it/s]
 72%|███████▏  | 652/900 [02:47<00:59,  4.17it/s]
 73%|███████▎  | 653/900 [02:48<01:01,  4.05it/s]
 73%|███████▎  | 654/900 [02:49<01:14,  3.29it/s]
 73%|███████▎  | 655/900 [02:49<01:19,  3.08it/s]
 73%|███████▎  | 656/900 [02:50<01:18,  3.11it/s]
 73%|███████▎  | 658/900 [02:52<02:02,  1.98it/s]
 73%|███████▎  | 659/900 [02:52<01:56,  2.07it/s]
 73%|███████▎  | 660/900 [02:52<01:54,  2.09it/s]
 74%|███████▎  | 662/900 [02:53<01:27,  2.71it/s]
 74%|███████▎  | 663/900 [02:53<01:17,  3.07it/s]
 74%|███████▍  | 664/900 [02:53<01:13,  3.21it/s]
 74%|███████▍  | 666/900 [02:53<00:55,  4.20it/s]
 74%|███████▍  | 668/900 [02:54<00:47,  4.92it/s]
 74%|███████▍  | 669/900 [02:54<00:45,  5.06it/s]
 74%|███████▍  | 670/900 [02:54<00:44,  5.19it/s]
 75%|███████▍  | 671/900 [02:55<01:04,  3.57it/s]
 75%|███████▍  | 672/900 [02:55<00:57,  3.98it/s]
 75%|███████▍  | 673/900 [02:55<01:16,  2.95it/s]
 75%|███████▍  | 674/900 [02:55<01:03,  3.54it/s]
 75%|███████▌  | 679/900 [02:56<00:40,  5.40it/s]
 76%|███████▌  | 681/900 [02:56<00:41,  5.24it/s]
 76%|███████▌  | 682/900 [02:57<00:54,  4.02it/s]
 76%|███████▌  | 683/900 [02:57<00:53,  4.08it/s]
 76%|███████▌  | 684/900 [02:58<00:56,  3.84it/s]
 76%|███████▋  | 688/900 [02:58<00:39,  5.43it/s]
 77%|███████▋  | 689/900 [02:58<00:42,  4.94it/s]
 77%|███████▋  | 690/900 [02:59<00:46,  4.54it/s]
 77%|███████▋  | 691/900 [02:59<00:49,  4.20it/s]
 77%|███████▋  | 692/900 [02:59<00:45,  4.53it/s]
 77%|███████▋  | 693/900 [03:00<01:06,  3.11it/s]
 77%|███████▋  | 695/900 [03:00<00:50,  4.06it/s]
 77%|███████▋  | 696/900 [03:00<00:48,  4.24it/s]
 78%|███████▊  | 699/900 [03:01<00:34,  5.88it/s]
 78%|███████▊  | 703/900 [03:01<00:24,  7.89it/s]
 78%|███████▊  | 704/900 [03:01<00:26,  7.30it/s]
 78%|███████▊  | 705/900 [03:01<00:31,  6.26it/s]
 78%|███████▊  | 706/900 [03:02<00:36,  5.39it/s]
 79%|███████▊  | 708/900 [03:02<00:39,  4.91it/s]
 79%|███████▉  | 709/900 [03:02<00:40,  4.74it/s]
 79%|███████▉  | 710/900 [03:03<00:59,  3.21it/s]
 79%|███████▉  | 711/900 [03:03<01:04,  2.94it/s]
 79%|███████▉  | 712/900 [03:04<00:55,  3.39it/s]
 79%|███████▉  | 713/900 [03:04<00:54,  3.46it/s]
 83%|████████▎ | 749/900 [03:04<00:03, 40.85it/s]
 86%|████████▌ | 771/900 [03:07<00:10, 12.57it/s]
 86%|████████▌ | 776/900 [03:12<00:22,  5.48it/s]
 87%|████████▋ | 780/900 [03:13<00:24,  4.98it/s]
 87%|████████▋ | 783/900 [03:14<00:23,  5.02it/s]
 87%|████████▋ | 785/900 [03:14<00:23,  4.92it/s]
 87%|████████▋ | 787/900 [03:16<00:33,  3.35it/s]
 88%|████████▊ | 788/900 [03:17<00:36,  3.10it/s]
 88%|████████▊ | 789/900 [03:17<00:34,  3.22it/s]
 88%|████████▊ | 790/900 [03:17<00:31,  3.53it/s]
 88%|████████▊ | 791/900 [03:17<00:29,  3.73it/s]
 88%|████████▊ | 793/900 [03:17<00:22,  4.77it/s]
 88%|████████▊ | 794/900 [03:17<00:21,  5.00it/s]
 88%|████████▊ | 795/900 [03:17<00:18,  5.55it/s]
 88%|████████▊ | 796/900 [03:18<00:16,  6.15it/s]
 89%|████████▊ | 797/900 [03:18<00:15,  6.77it/s]
 89%|████████▉ | 799/900 [03:18<00:17,  5.76it/s]
 89%|████████▉ | 801/900 [03:18<00:14,  7.01it/s]
 89%|████████▉ | 802/900 [03:19<00:15,  6.28it/s]
 90%|████████▉ | 808/900 [03:19<00:08, 11.46it/s]
 90%|█████████ | 810/900 [03:19<00:07, 11.95it/s]
 90%|█████████ | 813/900 [03:19<00:07, 12.24it/s]
 91%|█████████ | 815/900 [03:20<00:09,  8.89it/s]
 91%|█████████ | 818/900 [03:20<00:07, 10.92it/s]
 91%|█████████▏| 822/900 [03:20<00:05, 14.59it/s]
 92%|█████████▏| 824/900 [03:20<00:06, 11.40it/s]
 92%|█████████▏| 826/900 [03:21<00:10,  7.35it/s]
 92%|█████████▏| 829/900 [03:21<00:07,  9.80it/s]
 93%|█████████▎| 836/900 [03:21<00:03, 16.34it/s]
 93%|█████████▎| 841/900 [03:21<00:02, 20.28it/s]
 94%|█████████▍| 844/900 [03:21<00:03, 17.76it/s]
 94%|█████████▍| 847/900 [03:22<00:04, 10.92it/s]
 94%|█████████▍| 849/900 [03:23<00:06,  8.26it/s]
100%|█████████▉| 899/900 [03:23<00:00, 49.11it/s]
100%|██████████| 900/900 [03:24<00:00,  4.41it/s]
