Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 197.14592433907092
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.267, 'num': 30},
 'Agriculture': {'acc': 0.333, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.267, 'num': 30},
 'Art': {'acc': 0.5, 'num': 30},
 'Art_Theory': {'acc': 0.4, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.233, 'num': 30},
 'Biology': {'acc': 0.233, 'num': 30},
 'Chemistry': {'acc': 0.233, 'num': 30},
 'Clinical_Medicine': {'acc': 0.267, 'num': 30},
 'Computer_Science': {'acc': 0.333, 'num': 30},
 'Design': {'acc': 0.533, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.233, 'num': 30},
 'Economics': {'acc': 0.467, 'num': 30},
 'Electronics': {'acc': 0.133, 'num': 30},
 'Energy_and_Power': {'acc': 0.3, 'num': 30},
 'Finance': {'acc': 0.267, 'num': 30},
 'Geography': {'acc': 0.3, 'num': 30},
 'History': {'acc': 0.333, 'num': 30},
 'Literature': {'acc': 0.633, 'num': 30},
 'Manage': {'acc': 0.267, 'num': 30},
 'Marketing': {'acc': 0.4, 'num': 30},
 'Materials': {'acc': 0.367, 'num': 30},
 'Math': {'acc': 0.233, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.167, 'num': 30},
 'Music': {'acc': 0.233, 'num': 30},
 'Overall': {'acc': 0.32, 'num': 900},
 'Overall-Art and Design': {'acc': 0.417, 'num': 120},
 'Overall-Business': {'acc': 0.333, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.28, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.4, 'num': 120},
 'Overall-Science': {'acc': 0.273, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.271, 'num': 210},
 'Pharmacy': {'acc': 0.367, 'num': 30},
 'Physics': {'acc': 0.367, 'num': 30},
 'Psychology': {'acc': 0.4, 'num': 30},
 'Public_Health': {'acc': 0.3, 'num': 30},
 'Sociology': {'acc': 0.233, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.32

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
 47%|████▋     | 423/900 [02:06<02:17,  3.46it/s]
 47%|████▋     | 424/900 [02:06<02:14,  3.54it/s]
 47%|████▋     | 425/900 [02:06<02:11,  3.61it/s]
 47%|████▋     | 427/900 [02:07<02:12,  3.58it/s]
 48%|████▊     | 430/900 [02:07<01:27,  5.34it/s]
 48%|████▊     | 432/900 [02:07<01:13,  6.39it/s]
 48%|████▊     | 433/900 [02:08<01:54,  4.09it/s]
 48%|████▊     | 434/900 [02:08<01:59,  3.89it/s]
 48%|████▊     | 435/900 [02:09<02:34,  3.02it/s]
 50%|█████     | 451/900 [02:09<00:29, 15.26it/s]
 57%|█████▋    | 515/900 [02:13<00:24, 15.50it/s]
 58%|█████▊    | 518/900 [02:17<00:52,  7.27it/s]
 58%|█████▊    | 520/900 [02:18<00:59,  6.37it/s]
 58%|█████▊    | 522/900 [02:19<00:59,  6.32it/s]
 58%|█████▊    | 523/900 [02:19<01:02,  5.99it/s]
 58%|█████▊    | 524/900 [02:20<01:21,  4.62it/s]
 58%|█████▊    | 526/900 [02:21<01:29,  4.20it/s]
 59%|█████▊    | 527/900 [02:22<01:51,  3.35it/s]
 59%|█████▉    | 529/900 [02:22<01:41,  3.66it/s]
 59%|█████▉    | 530/900 [02:23<01:52,  3.28it/s]
 59%|█████▉    | 532/900 [02:23<01:53,  3.23it/s]
 59%|█████▉    | 534/900 [02:23<01:28,  4.15it/s]
 60%|█████▉    | 536/900 [02:24<01:54,  3.18it/s]
 60%|█████▉    | 537/900 [02:25<02:18,  2.63it/s]
 60%|██████    | 540/900 [02:26<01:58,  3.03it/s]
 60%|██████    | 541/900 [02:26<01:58,  3.04it/s]
 60%|██████    | 543/900 [02:27<01:46,  3.34it/s]
 60%|██████    | 544/900 [02:27<01:44,  3.39it/s]
 61%|██████    | 546/900 [02:27<01:30,  3.92it/s]
 61%|██████    | 547/900 [02:28<01:42,  3.43it/s]
 61%|██████    | 549/900 [02:28<01:31,  3.82it/s]
 61%|██████    | 550/900 [02:29<01:46,  3.30it/s]
 61%|██████    | 551/900 [02:29<01:35,  3.67it/s]
 61%|██████▏   | 552/900 [02:29<01:29,  3.89it/s]
 61%|██████▏   | 553/900 [02:29<01:43,  3.37it/s]
 62%|██████▏   | 555/900 [02:30<01:44,  3.31it/s]
 62%|██████▏   | 556/900 [02:30<01:32,  3.71it/s]
 62%|██████▏   | 557/900 [02:30<01:27,  3.92it/s]
 62%|██████▏   | 559/900 [02:31<01:16,  4.48it/s]
 62%|██████▏   | 562/900 [02:31<01:04,  5.22it/s]
 63%|██████▎   | 564/900 [02:32<01:21,  4.11it/s]
 63%|██████▎   | 567/900 [02:32<00:57,  5.82it/s]
 63%|██████▎   | 569/900 [02:33<01:25,  3.89it/s]
 63%|██████▎   | 570/900 [02:33<01:25,  3.86it/s]
 63%|██████▎   | 571/900 [02:34<01:25,  3.87it/s]
 64%|██████▎   | 572/900 [02:34<01:28,  3.72it/s]
 64%|██████▍   | 574/900 [02:34<01:13,  4.45it/s]
 64%|██████▍   | 575/900 [02:35<01:16,  4.27it/s]
 64%|██████▍   | 577/900 [02:35<01:29,  3.59it/s]
 66%|██████▌   | 593/900 [02:35<00:17, 17.20it/s]
 68%|██████▊   | 613/900 [02:35<00:07, 37.38it/s]
 72%|███████▏  | 646/900 [02:41<00:29,  8.63it/s]
 73%|███████▎  | 653/900 [02:45<00:42,  5.86it/s]
 73%|███████▎  | 658/900 [02:47<00:47,  5.08it/s]
 74%|███████▎  | 662/900 [02:48<00:55,  4.30it/s]
 74%|███████▍  | 665/900 [02:49<00:56,  4.18it/s]
 74%|███████▍  | 667/900 [02:50<00:58,  4.00it/s]
 75%|███████▍  | 671/900 [02:51<00:55,  4.14it/s]
 75%|███████▍  | 673/900 [02:52<00:58,  3.87it/s]
 75%|███████▍  | 674/900 [02:52<01:01,  3.68it/s]
 75%|███████▌  | 677/900 [02:53<00:56,  3.94it/s]
 75%|███████▌  | 678/900 [02:53<00:55,  3.98it/s]
 75%|███████▌  | 679/900 [02:53<00:51,  4.28it/s]
 76%|███████▌  | 680/900 [02:53<00:47,  4.64it/s]
 76%|███████▌  | 681/900 [02:53<00:54,  3.99it/s]
 76%|███████▌  | 682/900 [02:54<00:55,  3.94it/s]
 76%|███████▌  | 683/900 [02:54<00:52,  4.16it/s]
 76%|███████▌  | 684/900 [02:54<00:51,  4.22it/s]
 76%|███████▌  | 685/900 [02:54<00:46,  4.60it/s]
 76%|███████▌  | 686/900 [02:55<00:43,  4.90it/s]
 76%|███████▋  | 688/900 [02:55<00:41,  5.06it/s]
 77%|███████▋  | 690/900 [02:55<00:49,  4.28it/s]
 77%|███████▋  | 691/900 [02:56<00:45,  4.56it/s]
 77%|███████▋  | 692/900 [02:56<00:53,  3.91it/s]
 77%|███████▋  | 694/900 [02:57<00:57,  3.61it/s]
 77%|███████▋  | 695/900 [02:57<00:50,  4.10it/s]
 77%|███████▋  | 696/900 [02:57<00:49,  4.13it/s]
 78%|███████▊  | 698/900 [02:57<00:36,  5.46it/s]
 78%|███████▊  | 699/900 [02:57<00:35,  5.61it/s]
 78%|███████▊  | 702/900 [02:58<00:30,  6.44it/s]
 78%|███████▊  | 705/900 [02:58<00:35,  5.49it/s]
 79%|███████▉  | 710/900 [02:59<00:29,  6.51it/s]
 79%|███████▉  | 711/900 [02:59<00:32,  5.80it/s]
 79%|███████▉  | 712/900 [03:00<00:35,  5.23it/s]
 79%|███████▉  | 713/900 [03:00<00:39,  4.76it/s]
 79%|███████▉  | 715/900 [03:00<00:32,  5.69it/s]
 80%|███████▉  | 716/900 [03:00<00:35,  5.19it/s]
 80%|███████▉  | 717/900 [03:01<00:40,  4.51it/s]
 80%|███████▉  | 718/900 [03:01<01:02,  2.91it/s]
 84%|████████▍ | 754/900 [03:02<00:04, 33.69it/s]
 86%|████████▌ | 774/900 [03:06<00:14,  8.45it/s]
 87%|████████▋ | 780/900 [03:08<00:17,  6.76it/s]
 87%|████████▋ | 785/900 [03:10<00:19,  5.95it/s]
 88%|████████▊ | 789/900 [03:10<00:18,  5.98it/s]
 88%|████████▊ | 792/900 [03:11<00:18,  5.90it/s]
 88%|████████▊ | 794/900 [03:11<00:17,  5.97it/s]
 88%|████████▊ | 796/900 [03:12<00:17,  5.92it/s]
 89%|████████▉ | 800/900 [03:12<00:14,  6.70it/s]
 89%|████████▉ | 802/900 [03:12<00:15,  6.44it/s]
 89%|████████▉ | 803/900 [03:13<00:15,  6.16it/s]
 90%|████████▉ | 806/900 [03:13<00:13,  6.85it/s]
 90%|████████▉ | 808/900 [03:13<00:11,  7.80it/s]
 90%|█████████ | 810/900 [03:13<00:11,  8.18it/s]
 90%|█████████ | 811/900 [03:13<00:12,  7.40it/s]
 90%|█████████ | 812/900 [03:14<00:11,  7.60it/s]
 90%|█████████ | 814/900 [03:14<00:09,  9.39it/s]
 91%|█████████ | 816/900 [03:14<00:08,  9.92it/s]
 91%|█████████ | 818/900 [03:14<00:08,  9.32it/s]
 91%|█████████ | 820/900 [03:14<00:08,  9.23it/s]
 91%|█████████▏| 822/900 [03:15<00:09,  7.96it/s]
 92%|█████████▏| 825/900 [03:15<00:06, 10.75it/s]
 92%|█████████▏| 832/900 [03:15<00:03, 17.46it/s]
 93%|█████████▎| 835/900 [03:15<00:04, 14.03it/s]
 93%|█████████▎| 840/900 [03:15<00:03, 16.33it/s]
 94%|█████████▎| 842/900 [03:16<00:04, 14.16it/s]
 94%|█████████▍| 844/900 [03:16<00:03, 14.72it/s]
 94%|█████████▍| 846/900 [03:16<00:03, 15.31it/s]
 94%|█████████▍| 848/900 [03:16<00:03, 14.44it/s]
 94%|█████████▍| 850/900 [03:16<00:03, 12.62it/s]
 95%|█████████▍| 852/900 [03:17<00:04, 10.97it/s]
100%|██████████| 900/900 [03:17<00:00,  4.57it/s]
