Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 191.33999865013175
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.333, 'num': 30},
 'Agriculture': {'acc': 0.333, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.367, 'num': 30},
 'Art': {'acc': 0.433, 'num': 30},
 'Art_Theory': {'acc': 0.533, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.5, 'num': 30},
 'Biology': {'acc': 0.367, 'num': 30},
 'Chemistry': {'acc': 0.233, 'num': 30},
 'Clinical_Medicine': {'acc': 0.233, 'num': 30},
 'Computer_Science': {'acc': 0.367, 'num': 30},
 'Design': {'acc': 0.667, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.333, 'num': 30},
 'Economics': {'acc': 0.4, 'num': 30},
 'Electronics': {'acc': 0.1, 'num': 30},
 'Energy_and_Power': {'acc': 0.3, 'num': 30},
 'Finance': {'acc': 0.2, 'num': 30},
 'Geography': {'acc': 0.333, 'num': 30},
 'History': {'acc': 0.3, 'num': 30},
 'Literature': {'acc': 0.633, 'num': 30},
 'Manage': {'acc': 0.167, 'num': 30},
 'Marketing': {'acc': 0.3, 'num': 30},
 'Materials': {'acc': 0.2, 'num': 30},
 'Math': {'acc': 0.167, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.267, 'num': 30},
 'Music': {'acc': 0.3, 'num': 30},
 'Overall': {'acc': 0.352, 'num': 900},
 'Overall-Art and Design': {'acc': 0.483, 'num': 120},
 'Overall-Business': {'acc': 0.28, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.367, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.5, 'num': 120},
 'Overall-Science': {'acc': 0.293, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.276, 'num': 210},
 'Pharmacy': {'acc': 0.467, 'num': 30},
 'Physics': {'acc': 0.367, 'num': 30},
 'Psychology': {'acc': 0.467, 'num': 30},
 'Public_Health': {'acc': 0.3, 'num': 30},
 'Sociology': {'acc': 0.6, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.352

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
 48%|████▊     | 431/900 [01:45<02:13,  3.52it/s]
 48%|████▊     | 433/900 [01:45<01:42,  4.54it/s]
 48%|████▊     | 434/900 [01:46<02:06,  3.68it/s]
 48%|████▊     | 435/900 [01:46<01:58,  3.91it/s]
 48%|████▊     | 436/900 [01:46<02:13,  3.49it/s]
 49%|████▊     | 438/900 [01:47<02:24,  3.21it/s]
 49%|████▉     | 439/900 [01:47<02:51,  2.68it/s]
 49%|████▉     | 440/900 [01:48<02:59,  2.57it/s]
 49%|████▉     | 441/900 [01:48<02:42,  2.83it/s]
 49%|████▉     | 442/900 [01:49<03:27,  2.20it/s]
 49%|████▉     | 443/900 [01:49<03:51,  1.97it/s]
 49%|████▉     | 444/900 [01:50<03:22,  2.25it/s]
 51%|█████     | 460/900 [01:50<00:30, 14.46it/s]
 57%|█████▋    | 513/900 [01:54<00:28, 13.80it/s]
 57%|█████▋    | 516/900 [01:59<01:07,  5.71it/s]
 58%|█████▊    | 518/900 [01:59<01:05,  5.86it/s]
 58%|█████▊    | 520/900 [02:01<01:20,  4.71it/s]
 58%|█████▊    | 522/900 [02:01<01:18,  4.82it/s]
 58%|█████▊    | 523/900 [02:02<01:24,  4.45it/s]
 58%|█████▊    | 524/900 [02:02<01:29,  4.20it/s]
 58%|█████▊    | 525/900 [02:02<01:29,  4.19it/s]
 58%|█████▊    | 526/900 [02:02<01:28,  4.22it/s]
 59%|█████▊    | 527/900 [02:03<01:29,  4.15it/s]
 59%|█████▉    | 529/900 [02:03<01:19,  4.64it/s]
 59%|█████▉    | 530/900 [02:04<01:41,  3.65it/s]
 59%|█████▉    | 531/900 [02:04<02:25,  2.53it/s]
 59%|█████▉    | 532/900 [02:05<02:48,  2.18it/s]
 59%|█████▉    | 533/900 [02:05<02:35,  2.36it/s]
 59%|█████▉    | 535/900 [02:06<02:06,  2.88it/s]
 60%|██████    | 541/900 [02:06<01:08,  5.27it/s]
 60%|██████    | 543/900 [02:07<01:29,  4.00it/s]
 61%|██████    | 545/900 [02:08<01:20,  4.43it/s]
 61%|██████    | 547/900 [02:08<01:14,  4.72it/s]
 61%|██████    | 549/900 [02:08<01:11,  4.94it/s]
 61%|██████    | 551/900 [02:09<01:38,  3.53it/s]
 61%|██████▏   | 552/900 [02:10<01:32,  3.78it/s]
 62%|██████▏   | 554/900 [02:10<01:44,  3.30it/s]
 62%|██████▏   | 556/900 [02:11<01:42,  3.36it/s]
 62%|██████▏   | 557/900 [02:11<01:38,  3.47it/s]
 62%|██████▏   | 558/900 [02:11<01:26,  3.94it/s]
 62%|██████▏   | 560/900 [02:12<01:58,  2.88it/s]
 62%|██████▏   | 561/900 [02:12<01:47,  3.15it/s]
 62%|██████▏   | 562/900 [02:13<01:50,  3.05it/s]
 63%|██████▎   | 564/900 [02:13<01:22,  4.07it/s]
 63%|██████▎   | 565/900 [02:14<01:40,  3.32it/s]
 63%|██████▎   | 566/900 [02:14<02:30,  2.22it/s]
 63%|██████▎   | 568/900 [02:15<01:46,  3.13it/s]
 63%|██████▎   | 569/900 [02:15<01:58,  2.80it/s]
 63%|██████▎   | 571/900 [02:15<01:24,  3.88it/s]
 64%|██████▎   | 572/900 [02:16<02:08,  2.55it/s]
 64%|██████▍   | 574/900 [02:17<02:17,  2.37it/s]
 64%|██████▍   | 575/900 [02:18<02:18,  2.34it/s]
 64%|██████▍   | 576/900 [02:18<02:04,  2.61it/s]
 64%|██████▍   | 577/900 [02:18<01:45,  3.06it/s]
 64%|██████▍   | 579/900 [02:19<02:22,  2.26it/s]
 64%|██████▍   | 580/900 [02:20<02:38,  2.02it/s]
 65%|██████▍   | 582/900 [02:20<02:00,  2.64it/s]
 65%|██████▍   | 583/900 [02:21<01:58,  2.68it/s]
 67%|██████▋   | 599/900 [02:21<00:24, 12.44it/s]
 71%|███████   | 641/900 [02:26<00:27,  9.56it/s]
 71%|███████▏  | 643/900 [02:28<00:40,  6.38it/s]
 72%|███████▏  | 644/900 [02:28<00:41,  6.16it/s]
 72%|███████▏  | 645/900 [02:29<00:45,  5.60it/s]
 72%|███████▏  | 646/900 [02:29<00:50,  5.05it/s]
 72%|███████▏  | 647/900 [02:30<01:06,  3.83it/s]
 72%|███████▏  | 648/900 [02:32<01:28,  2.85it/s]
 72%|███████▏  | 649/900 [02:32<01:23,  3.01it/s]
 72%|███████▏  | 650/900 [02:32<01:33,  2.67it/s]
 72%|███████▏  | 651/900 [02:34<02:08,  1.93it/s]
 72%|███████▏  | 652/900 [02:34<01:54,  2.17it/s]
 73%|███████▎  | 654/900 [02:34<01:30,  2.72it/s]
 73%|███████▎  | 655/900 [02:35<01:32,  2.65it/s]
 73%|███████▎  | 656/900 [02:35<01:28,  2.74it/s]
 73%|███████▎  | 658/900 [02:35<01:12,  3.35it/s]
 73%|███████▎  | 660/900 [02:36<01:03,  3.80it/s]
 73%|███████▎  | 661/900 [02:36<01:10,  3.38it/s]
 74%|███████▎  | 662/900 [02:37<01:44,  2.27it/s]
 74%|███████▎  | 663/900 [02:38<02:01,  1.96it/s]
 74%|███████▍  | 664/900 [02:38<01:49,  2.15it/s]
 74%|███████▍  | 666/900 [02:39<01:21,  2.87it/s]
 74%|███████▍  | 670/900 [02:39<01:00,  3.82it/s]
 75%|███████▍  | 672/900 [02:40<01:13,  3.11it/s]
 75%|███████▍  | 673/900 [02:41<01:10,  3.22it/s]
 75%|███████▌  | 675/900 [02:41<00:57,  3.93it/s]
 75%|███████▌  | 677/900 [02:41<00:46,  4.77it/s]
 75%|███████▌  | 679/900 [02:42<00:58,  3.81it/s]
 76%|███████▌  | 680/900 [02:42<00:54,  4.05it/s]
 76%|███████▌  | 681/900 [02:42<00:52,  4.18it/s]
 76%|███████▌  | 684/900 [02:43<00:45,  4.76it/s]
 76%|███████▌  | 685/900 [02:43<00:53,  4.04it/s]
 76%|███████▋  | 688/900 [02:43<00:37,  5.67it/s]
 77%|███████▋  | 689/900 [02:45<01:12,  2.90it/s]
 77%|███████▋  | 691/900 [02:46<01:29,  2.34it/s]
 77%|███████▋  | 693/900 [02:46<01:07,  3.08it/s]
 77%|███████▋  | 694/900 [02:46<01:07,  3.06it/s]
 77%|███████▋  | 695/900 [02:46<01:02,  3.29it/s]
 77%|███████▋  | 697/900 [02:47<01:13,  2.75it/s]
 78%|███████▊  | 698/900 [02:48<01:10,  2.87it/s]
 78%|███████▊  | 700/900 [02:48<00:57,  3.49it/s]
 78%|███████▊  | 701/900 [02:49<01:10,  2.84it/s]
 78%|███████▊  | 704/900 [02:49<00:51,  3.80it/s]
 78%|███████▊  | 706/900 [02:49<00:45,  4.29it/s]
 79%|███████▊  | 707/900 [02:50<00:43,  4.40it/s]
 79%|███████▉  | 709/900 [02:50<00:48,  3.90it/s]
 79%|███████▉  | 710/900 [02:51<00:54,  3.46it/s]
 79%|███████▉  | 712/900 [02:51<00:54,  3.48it/s]
 79%|███████▉  | 714/900 [02:52<01:01,  3.04it/s]
 80%|███████▉  | 716/900 [02:52<00:48,  3.80it/s]
 80%|███████▉  | 717/900 [02:53<00:47,  3.85it/s]
 80%|███████▉  | 718/900 [02:53<01:07,  2.68it/s]
 80%|███████▉  | 719/900 [02:54<01:08,  2.63it/s]
 82%|████████▏ | 735/900 [02:54<00:11, 14.26it/s]
 86%|████████▌ | 770/900 [02:58<00:12, 10.47it/s]
 86%|████████▌ | 773/900 [02:59<00:16,  7.51it/s]
 86%|████████▌ | 775/900 [03:00<00:17,  7.09it/s]
 86%|████████▋ | 777/900 [03:01<00:22,  5.48it/s]
 86%|████████▋ | 778/900 [03:01<00:23,  5.18it/s]
 87%|████████▋ | 779/900 [03:02<00:27,  4.33it/s]
 87%|████████▋ | 781/900 [03:02<00:23,  5.00it/s]
 87%|████████▋ | 782/900 [03:03<00:25,  4.54it/s]
 87%|████████▋ | 785/900 [03:03<00:20,  5.49it/s]
 87%|████████▋ | 786/900 [03:03<00:19,  5.82it/s]
 88%|████████▊ | 788/900 [03:03<00:16,  6.94it/s]
 88%|████████▊ | 790/900 [03:03<00:14,  7.71it/s]
 88%|████████▊ | 791/900 [03:04<00:16,  6.51it/s]
 88%|████████▊ | 792/900 [03:04<00:17,  6.03it/s]
 88%|████████▊ | 793/900 [03:04<00:23,  4.51it/s]
 88%|████████▊ | 794/900 [03:05<00:30,  3.50it/s]
 88%|████████▊ | 795/900 [03:05<00:26,  4.04it/s]
 89%|████████▊ | 797/900 [03:05<00:17,  6.05it/s]
 89%|████████▉ | 802/900 [03:05<00:08, 11.02it/s]
 89%|████████▉ | 804/900 [03:06<00:13,  7.25it/s]
 90%|████████▉ | 808/900 [03:06<00:08, 10.48it/s]
 90%|█████████ | 811/900 [03:06<00:08, 10.94it/s]
 90%|█████████ | 813/900 [03:06<00:08, 10.50it/s]
 91%|█████████ | 815/900 [03:06<00:07, 11.62it/s]
 91%|█████████ | 819/900 [03:07<00:05, 13.93it/s]
 91%|█████████ | 821/900 [03:07<00:06, 11.85it/s]
 91%|█████████▏| 823/900 [03:07<00:06, 11.63it/s]
 92%|█████████▏| 825/900 [03:07<00:06, 10.76it/s]
 92%|█████████▏| 829/900 [03:07<00:04, 14.82it/s]
 92%|█████████▏| 831/900 [03:08<00:05, 13.50it/s]
 93%|█████████▎| 833/900 [03:08<00:05, 12.99it/s]
 93%|█████████▎| 835/900 [03:08<00:04, 14.17it/s]
 93%|█████████▎| 837/900 [03:08<00:05, 12.04it/s]
 93%|█████████▎| 841/900 [03:08<00:03, 15.11it/s]
 94%|█████████▎| 843/900 [03:09<00:04, 13.06it/s]
 94%|█████████▍| 845/900 [03:09<00:05, 10.44it/s]
 94%|█████████▍| 847/900 [03:09<00:05,  9.76it/s]
 94%|█████████▍| 849/900 [03:09<00:05,  8.76it/s]
 94%|█████████▍| 850/900 [03:10<00:05,  8.39it/s]
 95%|█████████▍| 851/900 [03:10<00:08,  6.03it/s]
 95%|█████████▍| 852/900 [03:10<00:10,  4.60it/s]
100%|█████████▉| 899/900 [03:11<00:00, 50.01it/s]
100%|██████████| 900/900 [03:11<00:00,  4.70it/s]
