Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 191.35063566593453
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.3, 'num': 30},
 'Agriculture': {'acc': 0.4, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.4, 'num': 30},
 'Art': {'acc': 0.4, 'num': 30},
 'Art_Theory': {'acc': 0.333, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.433, 'num': 30},
 'Biology': {'acc': 0.333, 'num': 30},
 'Chemistry': {'acc': 0.133, 'num': 30},
 'Clinical_Medicine': {'acc': 0.167, 'num': 30},
 'Computer_Science': {'acc': 0.2, 'num': 30},
 'Design': {'acc': 0.767, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.433, 'num': 30},
 'Economics': {'acc': 0.433, 'num': 30},
 'Electronics': {'acc': 0.133, 'num': 30},
 'Energy_and_Power': {'acc': 0.367, 'num': 30},
 'Finance': {'acc': 0.167, 'num': 30},
 'Geography': {'acc': 0.267, 'num': 30},
 'History': {'acc': 0.2, 'num': 30},
 'Literature': {'acc': 0.7, 'num': 30},
 'Manage': {'acc': 0.267, 'num': 30},
 'Marketing': {'acc': 0.267, 'num': 30},
 'Materials': {'acc': 0.333, 'num': 30},
 'Math': {'acc': 0.3, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.3, 'num': 30},
 'Music': {'acc': 0.267, 'num': 30},
 'Overall': {'acc': 0.33, 'num': 900},
 'Overall-Art and Design': {'acc': 0.442, 'num': 120},
 'Overall-Business': {'acc': 0.287, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.333, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.4, 'num': 120},
 'Overall-Science': {'acc': 0.26, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.305, 'num': 210},
 'Pharmacy': {'acc': 0.367, 'num': 30},
 'Physics': {'acc': 0.267, 'num': 30},
 'Psychology': {'acc': 0.367, 'num': 30},
 'Public_Health': {'acc': 0.267, 'num': 30},
 'Sociology': {'acc': 0.333, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.33

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
 49%|████▊     | 438/900 [01:55<04:30,  1.71it/s]
 49%|████▉     | 442/900 [01:55<01:56,  3.94it/s]
 50%|█████     | 454/900 [01:56<00:46,  9.54it/s]
 57%|█████▋    | 514/900 [02:06<01:03,  6.07it/s]
 57%|█████▋    | 515/900 [02:08<01:11,  5.36it/s]
 57%|█████▋    | 516/900 [02:09<01:21,  4.73it/s]
 57%|█████▋    | 517/900 [02:10<01:30,  4.23it/s]
 58%|█████▊    | 518/900 [02:10<01:42,  3.73it/s]
 58%|█████▊    | 519/900 [02:11<01:46,  3.56it/s]
 58%|█████▊    | 520/900 [02:11<01:44,  3.65it/s]
 58%|█████▊    | 521/900 [02:12<02:03,  3.06it/s]
 58%|█████▊    | 522/900 [02:13<02:32,  2.47it/s]
 58%|█████▊    | 523/900 [02:13<02:18,  2.73it/s]
 58%|█████▊    | 524/900 [02:13<02:17,  2.73it/s]
 58%|█████▊    | 525/900 [02:14<02:58,  2.10it/s]
 59%|█████▊    | 528/900 [02:15<02:16,  2.73it/s]
 59%|█████▉    | 530/900 [02:15<01:55,  3.22it/s]
 59%|█████▉    | 531/900 [02:16<01:47,  3.42it/s]
 59%|█████▉    | 533/900 [02:16<01:36,  3.79it/s]
 59%|█████▉    | 535/900 [02:17<01:49,  3.33it/s]
 60%|█████▉    | 537/900 [02:17<01:34,  3.84it/s]
 60%|██████    | 540/900 [02:17<01:12,  4.96it/s]
 60%|██████    | 541/900 [02:18<01:13,  4.91it/s]
 60%|██████    | 542/900 [02:18<01:30,  3.96it/s]
 61%|██████    | 545/900 [02:18<01:11,  4.97it/s]
 61%|██████    | 546/900 [02:19<01:22,  4.29it/s]
 61%|██████    | 547/900 [02:19<01:23,  4.22it/s]
 61%|██████    | 549/900 [02:20<01:40,  3.48it/s]
 61%|██████▏   | 552/900 [02:20<01:19,  4.40it/s]
 61%|██████▏   | 553/900 [02:21<01:22,  4.19it/s]
 62%|██████▏   | 554/900 [02:21<01:29,  3.85it/s]
 62%|██████▏   | 555/900 [02:21<01:43,  3.32it/s]
 62%|██████▏   | 556/900 [02:22<01:35,  3.60it/s]
 62%|██████▏   | 558/900 [02:22<01:22,  4.16it/s]
 62%|██████▏   | 559/900 [02:22<01:13,  4.64it/s]
 62%|██████▏   | 560/900 [02:22<01:11,  4.78it/s]
 62%|██████▏   | 561/900 [02:23<01:32,  3.67it/s]
 62%|██████▏   | 562/900 [02:23<01:28,  3.80it/s]
 63%|██████▎   | 563/900 [02:23<01:40,  3.36it/s]
 63%|██████▎   | 564/900 [02:24<01:37,  3.43it/s]
 63%|██████▎   | 565/900 [02:24<01:29,  3.74it/s]
 63%|██████▎   | 566/900 [02:24<01:36,  3.44it/s]
 63%|██████▎   | 567/900 [02:25<01:55,  2.88it/s]
 63%|██████▎   | 568/900 [02:25<02:34,  2.14it/s]
 63%|██████▎   | 569/900 [02:26<02:05,  2.63it/s]
 63%|██████▎   | 570/900 [02:26<01:52,  2.94it/s]
 64%|██████▎   | 572/900 [02:27<02:09,  2.53it/s]
 64%|██████▎   | 573/900 [02:27<02:02,  2.67it/s]
 64%|██████▍   | 574/900 [02:27<01:45,  3.09it/s]
 64%|██████▍   | 575/900 [02:27<01:36,  3.38it/s]
 64%|██████▍   | 576/900 [02:28<01:42,  3.16it/s]
 64%|██████▍   | 577/900 [02:29<02:44,  1.96it/s]
 68%|██████▊   | 613/900 [02:29<00:10, 28.34it/s]
 71%|███████▏  | 643/900 [02:32<00:19, 13.25it/s]
 72%|███████▏  | 651/900 [02:38<00:44,  5.56it/s]
 73%|███████▎  | 657/900 [02:41<00:56,  4.32it/s]
 73%|███████▎  | 661/900 [02:42<00:56,  4.20it/s]
 74%|███████▍  | 666/900 [02:43<00:52,  4.43it/s]
 74%|███████▍  | 669/900 [02:43<00:49,  4.69it/s]
 75%|███████▍  | 672/900 [02:44<00:44,  5.17it/s]
 75%|███████▍  | 674/900 [02:44<00:45,  4.92it/s]
 75%|███████▌  | 677/900 [02:44<00:39,  5.69it/s]
 75%|███████▌  | 679/900 [02:45<00:44,  4.97it/s]
 76%|███████▌  | 681/900 [02:45<00:41,  5.30it/s]
 76%|███████▌  | 682/900 [02:46<00:42,  5.10it/s]
 76%|███████▌  | 685/900 [02:46<00:34,  6.20it/s]
 76%|███████▌  | 686/900 [02:46<00:37,  5.64it/s]
 76%|███████▋  | 687/900 [02:46<00:39,  5.43it/s]
 76%|███████▋  | 688/900 [02:47<00:41,  5.08it/s]
 77%|███████▋  | 689/900 [02:47<00:53,  3.95it/s]
 77%|███████▋  | 690/900 [02:47<00:50,  4.15it/s]
 77%|███████▋  | 692/900 [02:48<00:45,  4.62it/s]
 77%|███████▋  | 693/900 [02:48<00:43,  4.81it/s]
 77%|███████▋  | 694/900 [02:48<00:42,  4.85it/s]
 77%|███████▋  | 695/900 [02:49<01:03,  3.24it/s]
 77%|███████▋  | 696/900 [02:49<00:54,  3.72it/s]
 77%|███████▋  | 697/900 [02:49<01:00,  3.33it/s]
 78%|███████▊  | 698/900 [02:49<00:54,  3.69it/s]
 78%|███████▊  | 699/900 [02:50<00:48,  4.18it/s]
 78%|███████▊  | 700/900 [02:50<01:18,  2.55it/s]
 78%|███████▊  | 701/900 [02:51<01:19,  2.50it/s]
 78%|███████▊  | 702/900 [02:51<01:16,  2.59it/s]
 78%|███████▊  | 704/900 [02:52<01:11,  2.73it/s]
 78%|███████▊  | 705/900 [02:52<01:16,  2.57it/s]
 78%|███████▊  | 706/900 [02:52<01:06,  2.91it/s]
 79%|███████▊  | 707/900 [02:53<01:00,  3.17it/s]
 79%|███████▊  | 708/900 [02:53<00:58,  3.30it/s]
 79%|███████▉  | 709/900 [02:54<01:48,  1.76it/s]
 81%|████████  | 725/900 [02:54<00:14, 11.93it/s]
 86%|████████▌ | 771/900 [02:57<00:09, 14.30it/s]
 86%|████████▌ | 774/900 [03:00<00:14,  8.50it/s]
 86%|████████▋ | 777/900 [03:01<00:17,  6.91it/s]
 87%|████████▋ | 779/900 [03:02<00:19,  6.23it/s]
 87%|████████▋ | 781/900 [03:02<00:19,  6.14it/s]
 87%|████████▋ | 782/900 [03:03<00:26,  4.45it/s]
 87%|████████▋ | 783/900 [03:03<00:26,  4.38it/s]
 87%|████████▋ | 784/900 [03:04<00:26,  4.40it/s]
 87%|████████▋ | 785/900 [03:04<00:25,  4.44it/s]
 87%|████████▋ | 786/900 [03:04<00:24,  4.66it/s]
 88%|████████▊ | 788/900 [03:04<00:18,  5.97it/s]
 88%|████████▊ | 790/900 [03:05<00:20,  5.47it/s]
 88%|████████▊ | 791/900 [03:05<00:24,  4.38it/s]
 89%|████████▊ | 798/900 [03:05<00:11,  8.71it/s]
 89%|████████▉ | 804/900 [03:06<00:07, 12.13it/s]
 90%|████████▉ | 806/900 [03:06<00:07, 11.97it/s]
 90%|████████▉ | 809/900 [03:06<00:08, 10.83it/s]
 90%|█████████ | 812/900 [03:06<00:07, 11.70it/s]
 90%|█████████ | 814/900 [03:06<00:06, 12.50it/s]
 91%|█████████ | 818/900 [03:07<00:05, 15.93it/s]
 91%|█████████ | 820/900 [03:07<00:05, 15.64it/s]
 91%|█████████▏| 822/900 [03:07<00:05, 15.36it/s]
 92%|█████████▏| 824/900 [03:07<00:05, 13.97it/s]
 92%|█████████▏| 827/900 [03:07<00:04, 16.63it/s]
 92%|█████████▏| 829/900 [03:07<00:04, 16.26it/s]
 92%|█████████▏| 831/900 [03:07<00:04, 16.77it/s]
 93%|█████████▎| 833/900 [03:08<00:05, 11.84it/s]
 93%|█████████▎| 835/900 [03:08<00:06, 10.51it/s]
 93%|█████████▎| 837/900 [03:08<00:05, 12.02it/s]
 93%|█████████▎| 839/900 [03:08<00:06,  9.35it/s]
 93%|█████████▎| 841/900 [03:09<00:06,  8.70it/s]
 94%|█████████▎| 843/900 [03:09<00:05,  9.62it/s]
 94%|█████████▍| 845/900 [03:09<00:06,  8.07it/s]
 94%|█████████▍| 846/900 [03:09<00:06,  7.77it/s]
 94%|█████████▍| 849/900 [03:09<00:04, 10.75it/s]
 95%|█████████▍| 852/900 [03:10<00:03, 12.86it/s]
 95%|█████████▍| 854/900 [03:10<00:04, 11.05it/s]
 95%|█████████▌| 856/900 [03:10<00:04, 10.75it/s]
 95%|█████████▌| 858/900 [03:10<00:04,  8.62it/s]
100%|█████████▉| 899/900 [03:11<00:00, 66.87it/s]
100%|██████████| 900/900 [03:11<00:00,  4.70it/s]
