Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 198.51317533501424
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.267, 'num': 30},
 'Agriculture': {'acc': 0.267, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.167, 'num': 30},
 'Art': {'acc': 0.4, 'num': 30},
 'Art_Theory': {'acc': 0.533, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.333, 'num': 30},
 'Biology': {'acc': 0.2, 'num': 30},
 'Chemistry': {'acc': 0.233, 'num': 30},
 'Clinical_Medicine': {'acc': 0.367, 'num': 30},
 'Computer_Science': {'acc': 0.367, 'num': 30},
 'Design': {'acc': 0.667, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.333, 'num': 30},
 'Economics': {'acc': 0.533, 'num': 30},
 'Electronics': {'acc': 0.233, 'num': 30},
 'Energy_and_Power': {'acc': 0.3, 'num': 30},
 'Finance': {'acc': 0.267, 'num': 30},
 'Geography': {'acc': 0.267, 'num': 30},
 'History': {'acc': 0.367, 'num': 30},
 'Literature': {'acc': 0.667, 'num': 30},
 'Manage': {'acc': 0.267, 'num': 30},
 'Marketing': {'acc': 0.367, 'num': 30},
 'Materials': {'acc': 0.1, 'num': 30},
 'Math': {'acc': 0.367, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.2, 'num': 30},
 'Music': {'acc': 0.333, 'num': 30},
 'Overall': {'acc': 0.334, 'num': 900},
 'Overall-Art and Design': {'acc': 0.483, 'num': 120},
 'Overall-Business': {'acc': 0.34, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.327, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.433, 'num': 120},
 'Overall-Science': {'acc': 0.28, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.233, 'num': 210},
 'Pharmacy': {'acc': 0.267, 'num': 30},
 'Physics': {'acc': 0.333, 'num': 30},
 'Psychology': {'acc': 0.267, 'num': 30},
 'Public_Health': {'acc': 0.333, 'num': 30},
 'Sociology': {'acc': 0.433, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.334

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
 72%|███████▏  | 649/900 [02:46<00:52,  4.76it/s]
 72%|███████▏  | 651/900 [02:46<00:52,  4.71it/s]
 73%|███████▎  | 653/900 [02:47<00:53,  4.64it/s]
 73%|███████▎  | 655/900 [02:47<00:54,  4.51it/s]
 73%|███████▎  | 656/900 [02:48<00:53,  4.52it/s]
 73%|███████▎  | 657/900 [02:48<00:59,  4.09it/s]
 73%|███████▎  | 658/900 [02:48<01:02,  3.89it/s]
 73%|███████▎  | 660/900 [02:49<00:58,  4.11it/s]
 74%|███████▎  | 662/900 [02:49<00:49,  4.78it/s]
 74%|███████▎  | 663/900 [02:50<00:58,  4.05it/s]
 74%|███████▍  | 664/900 [02:50<00:54,  4.30it/s]
 74%|███████▍  | 665/900 [02:50<01:13,  3.22it/s]
 74%|███████▍  | 668/900 [02:51<00:57,  4.06it/s]
 74%|███████▍  | 669/900 [02:51<01:05,  3.52it/s]
 74%|███████▍  | 670/900 [02:52<01:06,  3.45it/s]
 75%|███████▍  | 671/900 [02:52<01:02,  3.69it/s]
 75%|███████▍  | 673/900 [02:52<00:44,  5.05it/s]
 75%|███████▍  | 674/900 [02:52<00:50,  4.49it/s]
 75%|███████▌  | 675/900 [02:53<01:14,  3.03it/s]
 75%|███████▌  | 676/900 [02:53<01:06,  3.36it/s]
 75%|███████▌  | 677/900 [02:53<00:56,  3.96it/s]
 75%|███████▌  | 678/900 [02:53<00:50,  4.42it/s]
 75%|███████▌  | 679/900 [02:54<01:00,  3.66it/s]
 76%|███████▌  | 681/900 [02:54<00:48,  4.49it/s]
 76%|███████▌  | 685/900 [02:55<00:50,  4.22it/s]
 76%|███████▋  | 687/900 [02:56<00:46,  4.58it/s]
 76%|███████▋  | 688/900 [02:56<00:50,  4.18it/s]
 77%|███████▋  | 689/900 [02:56<00:58,  3.61it/s]
 77%|███████▋  | 691/900 [02:57<00:45,  4.56it/s]
 77%|███████▋  | 692/900 [02:57<00:46,  4.46it/s]
 77%|███████▋  | 693/900 [02:57<01:04,  3.23it/s]
 77%|███████▋  | 696/900 [02:58<00:47,  4.30it/s]
 77%|███████▋  | 697/900 [02:58<00:57,  3.52it/s]
 78%|███████▊  | 699/900 [03:00<01:31,  2.20it/s]
 78%|███████▊  | 701/900 [03:00<01:20,  2.48it/s]
 78%|███████▊  | 703/900 [03:01<01:24,  2.34it/s]
 80%|███████▉  | 719/900 [03:02<00:17, 10.18it/s]
 82%|████████▏ | 739/900 [03:02<00:07, 22.59it/s]
 86%|████████▌ | 771/900 [03:05<00:10, 12.75it/s]
 86%|████████▋ | 777/900 [03:08<00:16,  7.40it/s]
 87%|████████▋ | 781/900 [03:10<00:20,  5.78it/s]
 87%|████████▋ | 784/900 [03:10<00:18,  6.18it/s]
 87%|████████▋ | 787/900 [03:11<00:18,  6.21it/s]
 88%|████████▊ | 790/900 [03:11<00:16,  6.65it/s]
 88%|████████▊ | 792/900 [03:11<00:17,  6.25it/s]
 88%|████████▊ | 794/900 [03:11<00:15,  6.91it/s]
 88%|████████▊ | 796/900 [03:12<00:20,  5.13it/s]
 89%|████████▉ | 799/900 [03:13<00:16,  6.06it/s]
 89%|████████▉ | 801/900 [03:13<00:15,  6.36it/s]
 89%|████████▉ | 803/900 [03:13<00:13,  7.04it/s]
 90%|████████▉ | 807/900 [03:13<00:10,  9.17it/s]
 90%|████████▉ | 809/900 [03:14<00:11,  8.05it/s]
 90%|█████████ | 811/900 [03:14<00:09,  9.22it/s]
 90%|█████████ | 813/900 [03:14<00:10,  8.38it/s]
 91%|█████████ | 817/900 [03:15<00:10,  7.81it/s]
 91%|█████████ | 819/900 [03:15<00:09,  8.58it/s]
 91%|█████████ | 821/900 [03:15<00:10,  7.57it/s]
 92%|█████████▏| 824/900 [03:15<00:08,  9.13it/s]
 92%|█████████▏| 826/900 [03:16<00:08,  8.45it/s]
 92%|█████████▏| 828/900 [03:16<00:07,  9.60it/s]
 92%|█████████▏| 830/900 [03:16<00:08,  8.45it/s]
 92%|█████████▏| 831/900 [03:16<00:08,  8.35it/s]
 92%|█████████▏| 832/900 [03:16<00:08,  8.01it/s]
 93%|█████████▎| 833/900 [03:17<00:13,  4.79it/s]
 93%|█████████▎| 834/900 [03:17<00:14,  4.57it/s]
 93%|█████████▎| 838/900 [03:17<00:08,  7.60it/s]
 93%|█████████▎| 839/900 [03:18<00:12,  5.00it/s]
100%|██████████| 900/900 [03:18<00:00, 66.98it/s]
100%|██████████| 900/900 [03:18<00:00,  4.53it/s]
