Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 193.1638978999108
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.333, 'num': 30},
 'Agriculture': {'acc': 0.3, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.333, 'num': 30},
 'Art': {'acc': 0.5, 'num': 30},
 'Art_Theory': {'acc': 0.5, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.367, 'num': 30},
 'Biology': {'acc': 0.267, 'num': 30},
 'Chemistry': {'acc': 0.267, 'num': 30},
 'Clinical_Medicine': {'acc': 0.233, 'num': 30},
 'Computer_Science': {'acc': 0.233, 'num': 30},
 'Design': {'acc': 0.633, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.233, 'num': 30},
 'Economics': {'acc': 0.367, 'num': 30},
 'Electronics': {'acc': 0.2, 'num': 30},
 'Energy_and_Power': {'acc': 0.267, 'num': 30},
 'Finance': {'acc': 0.167, 'num': 30},
 'Geography': {'acc': 0.3, 'num': 30},
 'History': {'acc': 0.3, 'num': 30},
 'Literature': {'acc': 0.633, 'num': 30},
 'Manage': {'acc': 0.3, 'num': 30},
 'Marketing': {'acc': 0.4, 'num': 30},
 'Materials': {'acc': 0.4, 'num': 30},
 'Math': {'acc': 0.367, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.4, 'num': 30},
 'Music': {'acc': 0.3, 'num': 30},
 'Overall': {'acc': 0.351, 'num': 900},
 'Overall-Art and Design': {'acc': 0.483, 'num': 120},
 'Overall-Business': {'acc': 0.313, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.313, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.433, 'num': 120},
 'Overall-Science': {'acc': 0.32, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.305, 'num': 210},
 'Pharmacy': {'acc': 0.433, 'num': 30},
 'Physics': {'acc': 0.4, 'num': 30},
 'Psychology': {'acc': 0.367, 'num': 30},
 'Public_Health': {'acc': 0.3, 'num': 30},
 'Sociology': {'acc': 0.433, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.351

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
 57%|█████▋    | 514/900 [01:57<00:37, 10.28it/s]
 58%|█████▊    | 521/900 [02:01<01:07,  5.61it/s]
 58%|█████▊    | 526/900 [02:04<01:27,  4.28it/s]
 59%|█████▉    | 530/900 [02:05<01:26,  4.28it/s]
 59%|█████▉    | 533/900 [02:06<01:28,  4.14it/s]
 59%|█████▉    | 535/900 [02:07<01:39,  3.68it/s]
 60%|█████▉    | 537/900 [02:08<01:35,  3.78it/s]
 60%|█████▉    | 539/900 [02:08<01:27,  4.12it/s]
 60%|██████    | 540/900 [02:09<01:50,  3.27it/s]
 60%|██████    | 541/900 [02:10<02:19,  2.58it/s]
 60%|██████    | 542/900 [02:10<02:17,  2.61it/s]
 61%|██████    | 545/900 [02:11<02:08,  2.77it/s]
 61%|██████    | 548/900 [02:11<01:30,  3.90it/s]
 61%|██████    | 549/900 [02:13<02:15,  2.59it/s]
 61%|██████    | 550/900 [02:13<02:04,  2.81it/s]
 61%|██████    | 551/900 [02:13<02:01,  2.87it/s]
 61%|██████▏   | 552/900 [02:14<02:10,  2.67it/s]
 61%|██████▏   | 553/900 [02:14<01:59,  2.91it/s]
 62%|██████▏   | 555/900 [02:14<01:50,  3.12it/s]
 62%|██████▏   | 556/900 [02:15<01:50,  3.10it/s]
 62%|██████▏   | 559/900 [02:15<01:28,  3.84it/s]
 62%|██████▏   | 561/900 [02:16<01:19,  4.28it/s]
 63%|██████▎   | 563/900 [02:16<01:11,  4.68it/s]
 63%|██████▎   | 564/900 [02:17<01:50,  3.04it/s]
 63%|██████▎   | 565/900 [02:17<01:39,  3.38it/s]
 63%|██████▎   | 566/900 [02:17<01:29,  3.75it/s]
 63%|██████▎   | 568/900 [02:18<01:19,  4.17it/s]
 63%|██████▎   | 570/900 [02:18<01:43,  3.18it/s]
 63%|██████▎   | 571/900 [02:19<01:57,  2.80it/s]
 65%|██████▌   | 587/900 [02:19<00:22, 13.68it/s]
 66%|██████▋   | 597/900 [02:19<00:14, 20.47it/s]
 68%|██████▊   | 613/900 [02:19<00:08, 35.71it/s]
 71%|███████▏  | 642/900 [02:24<00:27,  9.34it/s]
 72%|███████▏  | 648/900 [02:30<00:54,  4.59it/s]
 72%|███████▏  | 652/900 [02:31<00:59,  4.20it/s]
 73%|███████▎  | 655/900 [02:33<01:06,  3.71it/s]
 73%|███████▎  | 657/900 [02:34<01:08,  3.56it/s]
 73%|███████▎  | 659/900 [02:34<01:05,  3.67it/s]
 73%|███████▎  | 661/900 [02:34<01:00,  3.97it/s]
 74%|███████▎  | 663/900 [02:35<00:59,  3.98it/s]
 74%|███████▍  | 664/900 [02:35<00:58,  4.01it/s]
 74%|███████▍  | 665/900 [02:36<01:08,  3.45it/s]
 74%|███████▍  | 666/900 [02:36<01:21,  2.88it/s]
 74%|███████▍  | 667/900 [02:36<01:14,  3.13it/s]
 74%|███████▍  | 669/900 [02:37<01:08,  3.37it/s]
 75%|███████▍  | 671/900 [02:37<01:00,  3.79it/s]
 75%|███████▍  | 673/900 [02:38<01:04,  3.51it/s]
 75%|███████▌  | 675/900 [02:38<00:57,  3.93it/s]
 75%|███████▌  | 676/900 [02:39<00:59,  3.77it/s]
 75%|███████▌  | 677/900 [02:39<01:00,  3.71it/s]
 75%|███████▌  | 679/900 [02:39<00:50,  4.36it/s]
 76%|███████▌  | 682/900 [02:40<00:37,  5.86it/s]
 76%|███████▋  | 687/900 [02:41<00:42,  4.96it/s]
 76%|███████▋  | 688/900 [02:41<00:55,  3.81it/s]
 77%|███████▋  | 689/900 [02:42<00:53,  3.96it/s]
 77%|███████▋  | 690/900 [02:42<00:48,  4.30it/s]
 77%|███████▋  | 691/900 [02:42<00:48,  4.33it/s]
 77%|███████▋  | 692/900 [02:42<00:46,  4.44it/s]
 77%|███████▋  | 694/900 [02:43<00:54,  3.75it/s]
 78%|███████▊  | 698/900 [02:44<00:45,  4.42it/s]
 78%|███████▊  | 700/900 [02:44<00:46,  4.29it/s]
 78%|███████▊  | 702/900 [02:45<00:45,  4.31it/s]
 78%|███████▊  | 703/900 [02:45<01:00,  3.28it/s]
 78%|███████▊  | 704/900 [02:46<01:09,  2.84it/s]
 78%|███████▊  | 706/900 [02:46<00:55,  3.48it/s]
 79%|███████▉  | 709/900 [02:47<00:55,  3.46it/s]
 79%|███████▉  | 710/900 [02:48<01:26,  2.20it/s]
 79%|███████▉  | 711/900 [02:49<01:21,  2.31it/s]
 79%|███████▉  | 712/900 [02:49<01:41,  1.86it/s]
 79%|███████▉  | 713/900 [02:50<01:42,  1.82it/s]
 79%|███████▉  | 714/900 [02:50<01:30,  2.05it/s]
 79%|███████▉  | 715/900 [02:51<01:16,  2.42it/s]
 81%|████████  | 730/900 [02:51<00:14, 11.48it/s]
 86%|████████▌ | 771/900 [02:59<00:22,  5.83it/s]
 86%|████████▌ | 773/900 [03:02<00:29,  4.27it/s]
 86%|████████▌ | 774/900 [03:02<00:30,  4.09it/s]
 86%|████████▌ | 775/900 [03:03<00:30,  4.12it/s]
 86%|████████▋ | 778/900 [03:03<00:29,  4.20it/s]
 87%|████████▋ | 779/900 [03:04<00:28,  4.17it/s]
 87%|████████▋ | 781/900 [03:04<00:24,  4.84it/s]
 87%|████████▋ | 782/900 [03:04<00:24,  4.73it/s]
 87%|████████▋ | 783/900 [03:04<00:24,  4.78it/s]
 87%|████████▋ | 784/900 [03:04<00:24,  4.83it/s]
 87%|████████▋ | 785/900 [03:05<00:26,  4.29it/s]
 87%|████████▋ | 787/900 [03:05<00:20,  5.65it/s]
 88%|████████▊ | 789/900 [03:05<00:17,  6.26it/s]
 88%|████████▊ | 792/900 [03:05<00:13,  7.74it/s]
 88%|████████▊ | 793/900 [03:05<00:13,  7.65it/s]
 89%|████████▊ | 797/900 [03:06<00:09, 11.14it/s]
 89%|████████▉ | 799/900 [03:06<00:16,  6.16it/s]
 89%|████████▉ | 801/900 [03:07<00:13,  7.14it/s]
 89%|████████▉ | 803/900 [03:07<00:11,  8.65it/s]
 89%|████████▉ | 805/900 [03:07<00:11,  8.64it/s]
 90%|████████▉ | 807/900 [03:07<00:09,  9.89it/s]
 90%|████████▉ | 809/900 [03:07<00:08, 10.21it/s]
 90%|█████████ | 811/900 [03:07<00:09,  9.33it/s]
 90%|█████████ | 813/900 [03:08<00:09,  9.49it/s]
 91%|█████████ | 816/900 [03:08<00:06, 12.78it/s]
 91%|█████████ | 820/900 [03:08<00:06, 12.45it/s]
 91%|█████████▏| 822/900 [03:09<00:11,  6.86it/s]
 92%|█████████▏| 824/900 [03:09<00:09,  7.68it/s]
 92%|█████████▏| 826/900 [03:09<00:09,  7.65it/s]
 92%|█████████▏| 828/900 [03:09<00:09,  7.82it/s]
 92%|█████████▏| 831/900 [03:10<00:07,  9.74it/s]
 93%|█████████▎| 833/900 [03:10<00:06, 10.08it/s]
 93%|█████████▎| 835/900 [03:10<00:07,  8.14it/s]
 93%|█████████▎| 836/900 [03:10<00:08,  7.89it/s]
 93%|█████████▎| 837/900 [03:11<00:08,  7.18it/s]
 93%|█████████▎| 838/900 [03:11<00:08,  7.30it/s]
 94%|█████████▎| 842/900 [03:11<00:06,  9.36it/s]
 94%|█████████▍| 844/900 [03:11<00:05,  9.88it/s]
 94%|█████████▍| 845/900 [03:11<00:06,  8.11it/s]
 94%|█████████▍| 846/900 [03:12<00:06,  8.23it/s]
 94%|█████████▍| 847/900 [03:12<00:08,  6.54it/s]
 94%|█████████▍| 848/900 [03:12<00:10,  4.83it/s]
 94%|█████████▍| 850/900 [03:12<00:08,  6.16it/s]
 96%|█████████▌| 866/900 [03:12<00:01, 29.25it/s]
100%|█████████▉| 899/900 [03:13<00:00, 68.00it/s]
100%|██████████| 900/900 [03:13<00:00,  4.66it/s]
