Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 190.40395439998247
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.333, 'num': 30},
 'Agriculture': {'acc': 0.3, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.3, 'num': 30},
 'Art': {'acc': 0.467, 'num': 30},
 'Art_Theory': {'acc': 0.567, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.267, 'num': 30},
 'Biology': {'acc': 0.333, 'num': 30},
 'Chemistry': {'acc': 0.2, 'num': 30},
 'Clinical_Medicine': {'acc': 0.333, 'num': 30},
 'Computer_Science': {'acc': 0.2, 'num': 30},
 'Design': {'acc': 0.533, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.3, 'num': 30},
 'Economics': {'acc': 0.467, 'num': 30},
 'Electronics': {'acc': 0.2, 'num': 30},
 'Energy_and_Power': {'acc': 0.233, 'num': 30},
 'Finance': {'acc': 0.333, 'num': 30},
 'Geography': {'acc': 0.4, 'num': 30},
 'History': {'acc': 0.2, 'num': 30},
 'Literature': {'acc': 0.667, 'num': 30},
 'Manage': {'acc': 0.267, 'num': 30},
 'Marketing': {'acc': 0.433, 'num': 30},
 'Materials': {'acc': 0.3, 'num': 30},
 'Math': {'acc': 0.267, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.367, 'num': 30},
 'Music': {'acc': 0.267, 'num': 30},
 'Overall': {'acc': 0.343, 'num': 900},
 'Overall-Art and Design': {'acc': 0.458, 'num': 120},
 'Overall-Business': {'acc': 0.367, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.367, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.333, 'num': 120},
 'Overall-Science': {'acc': 0.313, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.271, 'num': 210},
 'Pharmacy': {'acc': 0.367, 'num': 30},
 'Physics': {'acc': 0.367, 'num': 30},
 'Psychology': {'acc': 0.267, 'num': 30},
 'Public_Health': {'acc': 0.567, 'num': 30},
 'Sociology': {'acc': 0.2, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.343

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
 60%|█████▉    | 536/900 [02:15<01:27,  4.15it/s]
 60%|█████▉    | 537/900 [02:16<01:49,  3.31it/s]
 60%|█████▉    | 538/900 [02:16<01:58,  3.06it/s]
 60%|█████▉    | 539/900 [02:17<01:50,  3.25it/s]
 60%|██████    | 540/900 [02:17<01:58,  3.05it/s]
 60%|██████    | 541/900 [02:18<02:36,  2.30it/s]
 60%|██████    | 543/900 [02:18<01:45,  3.39it/s]
 61%|██████    | 545/900 [02:18<01:34,  3.77it/s]
 61%|██████    | 546/900 [02:19<01:38,  3.59it/s]
 61%|██████    | 547/900 [02:19<02:09,  2.72it/s]
 61%|██████    | 548/900 [02:20<02:26,  2.40it/s]
 61%|██████    | 551/900 [02:21<01:40,  3.46it/s]
 61%|██████▏   | 552/900 [02:21<02:02,  2.84it/s]
 62%|██████▏   | 554/900 [02:21<01:27,  3.96it/s]
 62%|██████▏   | 555/900 [02:22<01:41,  3.39it/s]
 62%|██████▏   | 556/900 [02:22<01:39,  3.47it/s]
 62%|██████▏   | 557/900 [02:22<01:38,  3.50it/s]
 62%|██████▏   | 558/900 [02:23<01:37,  3.52it/s]
 62%|██████▏   | 559/900 [02:24<03:15,  1.74it/s]
 62%|██████▏   | 560/900 [02:24<02:52,  1.97it/s]
 62%|██████▏   | 561/900 [02:25<02:30,  2.25it/s]
 62%|██████▏   | 562/900 [02:25<02:36,  2.16it/s]
 63%|██████▎   | 563/900 [02:25<02:29,  2.25it/s]
 63%|██████▎   | 564/900 [02:26<02:48,  2.00it/s]
 63%|██████▎   | 566/900 [02:26<01:56,  2.88it/s]
 65%|██████▍   | 582/900 [02:27<00:19, 15.99it/s]
 67%|██████▋   | 602/900 [02:27<00:08, 34.49it/s]
 71%|███████▏  | 643/900 [02:30<00:15, 16.64it/s]
 72%|███████▏  | 649/900 [02:35<00:39,  6.40it/s]
 73%|███████▎  | 653/900 [02:37<00:47,  5.19it/s]
 73%|███████▎  | 656/900 [02:38<00:47,  5.12it/s]
 73%|███████▎  | 659/900 [02:39<00:53,  4.49it/s]
 73%|███████▎  | 661/900 [02:40<00:54,  4.35it/s]
 74%|███████▎  | 663/900 [02:40<00:53,  4.41it/s]
 74%|███████▍  | 664/900 [02:40<00:52,  4.51it/s]
 74%|███████▍  | 666/900 [02:41<00:51,  4.55it/s]
 74%|███████▍  | 667/900 [02:41<00:48,  4.79it/s]
 74%|███████▍  | 668/900 [02:41<00:49,  4.72it/s]
 74%|███████▍  | 669/900 [02:41<00:47,  4.91it/s]
 74%|███████▍  | 670/900 [02:42<00:56,  4.05it/s]
 75%|███████▍  | 671/900 [02:42<00:54,  4.21it/s]
 75%|███████▍  | 672/900 [02:42<00:50,  4.52it/s]
 75%|███████▍  | 673/900 [02:42<00:55,  4.10it/s]
 75%|███████▍  | 674/900 [02:43<00:50,  4.46it/s]
 75%|███████▌  | 675/900 [02:43<00:53,  4.23it/s]
 75%|███████▌  | 676/900 [02:43<01:03,  3.50it/s]
 75%|███████▌  | 677/900 [02:44<01:08,  3.28it/s]
 75%|███████▌  | 678/900 [02:44<01:30,  2.44it/s]
 75%|███████▌  | 679/900 [02:44<01:21,  2.70it/s]
 76%|███████▌  | 682/900 [02:45<00:51,  4.27it/s]
 76%|███████▌  | 683/900 [02:46<01:19,  2.73it/s]
 76%|███████▌  | 684/900 [02:46<01:31,  2.36it/s]
 76%|███████▌  | 686/900 [02:47<01:13,  2.93it/s]
 76%|███████▋  | 687/900 [02:47<01:17,  2.76it/s]
 77%|███████▋  | 689/900 [02:48<01:01,  3.43it/s]
 77%|███████▋  | 691/900 [02:48<00:54,  3.85it/s]
 77%|███████▋  | 692/900 [02:48<00:50,  4.16it/s]
 77%|███████▋  | 693/900 [02:48<00:47,  4.35it/s]
 77%|███████▋  | 694/900 [02:49<00:45,  4.50it/s]
 77%|███████▋  | 696/900 [02:49<00:41,  4.95it/s]
 77%|███████▋  | 697/900 [02:50<01:07,  3.00it/s]
 78%|███████▊  | 698/900 [02:50<01:02,  3.23it/s]
 78%|███████▊  | 699/900 [02:50<00:57,  3.47it/s]
 78%|███████▊  | 700/900 [02:50<00:51,  3.90it/s]
 78%|███████▊  | 701/900 [02:51<00:49,  4.02it/s]
 78%|███████▊  | 702/900 [02:51<01:04,  3.05it/s]
 78%|███████▊  | 703/900 [02:51<01:06,  2.96it/s]
 78%|███████▊  | 704/900 [02:52<00:56,  3.48it/s]
 78%|███████▊  | 705/900 [02:52<00:51,  3.82it/s]
 78%|███████▊  | 706/900 [02:52<01:06,  2.92it/s]
 79%|███████▊  | 708/900 [02:53<00:49,  3.90it/s]
 79%|███████▉  | 709/900 [02:53<01:00,  3.16it/s]
 81%|████████  | 725/900 [02:53<00:09, 18.52it/s]
 82%|████████▏ | 741/900 [02:53<00:04, 35.64it/s]
 86%|████████▌ | 772/900 [02:57<00:09, 13.21it/s]
 86%|████████▋ | 778/900 [03:01<00:19,  6.15it/s]
 87%|████████▋ | 782/900 [03:02<00:20,  5.67it/s]
 87%|████████▋ | 785/900 [03:02<00:20,  5.66it/s]
 88%|████████▊ | 788/900 [03:03<00:19,  5.79it/s]
 88%|████████▊ | 790/900 [03:03<00:18,  5.91it/s]
 88%|████████▊ | 792/900 [03:03<00:17,  6.26it/s]
 88%|████████▊ | 795/900 [03:04<00:14,  7.11it/s]
 89%|████████▊ | 797/900 [03:04<00:13,  7.63it/s]
 89%|████████▉ | 799/900 [03:04<00:12,  8.02it/s]
 89%|████████▉ | 801/900 [03:04<00:12,  8.23it/s]
 89%|████████▉ | 803/900 [03:04<00:11,  8.41it/s]
 89%|████████▉ | 805/900 [03:05<00:13,  7.21it/s]
 90%|████████▉ | 806/900 [03:05<00:13,  6.96it/s]
 90%|████████▉ | 807/900 [03:05<00:16,  5.62it/s]
 90%|█████████ | 810/900 [03:06<00:12,  7.39it/s]
 90%|█████████ | 813/900 [03:06<00:09,  9.53it/s]
 91%|█████████ | 815/900 [03:06<00:12,  6.79it/s]
 91%|█████████ | 816/900 [03:07<00:15,  5.58it/s]
 91%|█████████ | 818/900 [03:07<00:11,  7.12it/s]
 91%|█████████ | 820/900 [03:07<00:12,  6.64it/s]
 91%|█████████▏| 822/900 [03:07<00:10,  7.50it/s]
 92%|█████████▏| 824/900 [03:07<00:08,  8.83it/s]
 92%|█████████▏| 828/900 [03:08<00:06, 11.92it/s]
 92%|█████████▏| 830/900 [03:08<00:09,  7.10it/s]
 92%|█████████▏| 832/900 [03:08<00:08,  8.28it/s]
 93%|█████████▎| 834/900 [03:09<00:08,  7.88it/s]
 93%|█████████▎| 836/900 [03:09<00:07,  8.68it/s]
 93%|█████████▎| 839/900 [03:09<00:05, 11.81it/s]
 93%|█████████▎| 841/900 [03:09<00:05, 10.11it/s]
 94%|█████████▎| 843/900 [03:09<00:06,  8.54it/s]
 94%|█████████▍| 845/900 [03:10<00:06,  8.24it/s]
100%|██████████| 900/900 [03:10<00:00, 79.81it/s]
100%|██████████| 900/900 [03:10<00:00,  4.73it/s]
